FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,WHH,WHD,WHA
1.0,1.0,D,0.0,0.0,D,4.5,3.4,1.667,4.5,3.3,1.66
2.0,0.0,H,1.0,0.0,H,2.2,3.25,2.8,2.2,3.2,2.8
1.0,6.0,A,1.0,3.0,A,1.909,3.25,3.5,1.9,3.25,3.4
4.0,0.0,H,1.0,0.0,H,1.727,3.25,4.333,1.72,3.2,4.33
3.0,0.0,H,1.0,0.0,H,1.533,3.5,5.5,1.44,3.75,6.0
1.0,1.0,D,1.0,0.0,H,2.0,3.25,3.25,2.0,3.2,3.2
1.0,2.0,A,1.0,0.0,H,5.0,3.4,1.615,5.0,3.5,1.57
2.0,1.0,H,1.0,0.0,H,1.727,3.25,4.333,1.8,3.3,3.75
2.0,1.0,H,1.0,1.0,D,2.5,3.2,2.5,2.62,3.2,2.3
0.0,4.0,A,0.0,2.0,A,2.25,3.25,2.75,2.25,3.2,2.75
2.0,0.0,H,1.0,0.0,H,1.667,3.4,4.5,1.57,3.5,5.0
1.0,0.0,H,1.0,0.0,H,1.727,3.25,4.333,1.61,3.5,4.5
1.0,0.0,H,0.0,0.0,D,1.5,3.5,6.0,1.44,3.6,6.5
2.0,2.0,D,1.0,2.0,A,1.909,3.25,3.5,1.9,3.3,3.3
2.0,0.0,H,1.0,0.0,H,1.444,3.5,7.5,1.36,3.75,8.0
0.0,0.0,D,0.0,0.0,D,2.2,3.25,2.8,2.3,3.2,2.62
2.0,6.0,A,1.0,4.0,A,2.625,3.2,2.375,2.62,3.1,2.37
1.0,2.0,A,1.0,2.0,A,3.5,3.25,1.909,3.75,3.3,1.8
2.0,2.0,D,1.0,1.0,D,2.0,3.25,3.25,1.83,3.3,3.6
2.0,2.0,D,0.0,1.0,A,2.25,3.25,2.75,2.3,3.1,2.75
0.0,2.0,A,0.0,2.0,A,1.8,3.25,4.0,1.72,3.25,4.2
2.0,1.0,H,1.0,0.0,H,2.8,3.25,2.2,3.2,3.2,2.0
1.0,0.0,H,1.0,0.0,H,2.2,3.25,2.8,2.2,3.2,2.8
0.0,2.0,A,0.0,1.0,A,2.1,3.25,3.0,2.0,3.2,3.2
1.0,2.0,A,0.0,1.0,A,2.5,3.2,2.5,2.5,3.1,2.5
2.0,1.0,H,0.0,1.0,A,3.0,3.25,2.1,3.6,3.3,1.83
3.0,1.0,H,2.0,1.0,H,1.3,4.5,8.0,1.33,4.33,7.0
0.0,2.0,A,0.0,0.0,D,3.75,3.25,1.833,3.75,3.2,1.83
3.0,2.0,H,2.0,0.0,H,2.2,3.25,2.8,2.1,3.3,2.87
1.0,2.0,A,0.0,2.0,A,2.1,3.25,3.0,2.1,3.3,2.87
3.0,2.0,H,0.0,1.0,A,2.1,3.25,3.0,2.0,3.4,3.0
0.0,0.0,D,0.0,0.0,D,1.8,3.4,3.6,1.72,3.4,4.0
4.0,1.0,H,1.0,0.0,H,1.727,3.2,4.333,1.66,3.3,4.5
2.0,1.0,H,0.0,0.0,D,1.4,3.75,7.0,1.4,3.75,7.0
3.0,0.0,H,2.0,0.0,H,1.571,3.6,5.0,1.53,3.4,5.5
1.0,1.0,D,1.0,0.0,H,1.5,3.4,6.0,1.4,3.6,7.5
2.0,3.0,A,1.0,1.0,D,3.0,3.25,2.1,3.2,3.2,2.0
1.0,0.0,H,0.0,0.0,D,1.833,3.5,3.5,1.9,3.4,3.25
2.0,0.0,H,1.0,0.0,H,1.667,3.4,4.5,1.72,3.4,4.0
3.0,0.0,H,2.0,0.0,H,2.1,3.25,3.0,2.0,3.2,3.2
2.0,2.0,D,0.0,0.0,D,5.0,3.6,1.571,5.0,3.3,1.61
2.0,1.0,H,1.0,0.0,H,2.2,3.25,2.8,2.25,3.2,2.75
1.0,1.0,D,1.0,0.0,H,1.4,4.0,6.5,1.36,4.0,7.0
2.0,1.0,H,0.0,0.0,D,1.8,3.25,4.0,1.72,3.25,4.2
2.0,3.0,A,1.0,1.0,D,2.0,3.4,3.0,2.1,3.5,2.75
0.0,1.0,A,0.0,1.0,A,4.5,3.4,1.667,5.0,3.3,1.61
0.0,6.0,A,0.0,1.0,A,5.0,3.6,1.571,6.0,3.75,1.44
0.0,1.0,A,0.0,0.0,D,2.2,3.4,2.75,2.1,3.5,2.75
0.0,2.0,A,0.0,0.0,D,5.0,3.4,1.615,5.5,3.4,1.53
1.0,0.0,H,0.0,0.0,D,1.4,3.75,7.5,1.33,4.0,8.0
1.0,1.0,D,1.0,0.0,H,1.286,4.5,9.0,1.25,5.0,8.0
2.0,0.0,H,2.0,0.0,H,2.4,3.2,2.6,2.4,3.25,2.5
1.0,2.0,A,0.0,0.0,D,1.333,4.333,7.5,1.28,4.5,8.0
4.0,1.0,H,3.0,1.0,H,1.143,6.5,12.0,1.14,6.0,12.0
5.0,1.0,H,3.0,0.0,H,2.1,3.25,3.0,1.9,3.25,3.4
1.0,0.0,H,1.0,0.0,H,1.4,3.75,7.5,1.36,4.0,7.0
0.0,0.0,D,0.0,0.0,D,2.375,3.6,2.375,2.4,3.25,2.5
1.0,0.0,H,0.0,0.0,D,2.5,3.4,2.375,2.62,3.5,2.2
2.0,3.0,A,1.0,1.0,D,1.3,4.5,8.0,1.3,4.5,7.5
6.0,1.0,H,5.0,1.0,H,1.444,3.75,6.5,1.44,3.6,6.5
2.0,2.0,D,0.0,0.0,D,3.25,3.5,1.909,3.2,3.5,1.9
2.0,1.0,H,2.0,0.0,H,1.571,3.6,5.0,1.57,3.5,5.0
0.0,1.0,A,0.0,1.0,A,2.1,3.25,3.0,1.9,3.25,3.4
2.0,1.0,H,2.0,1.0,H,2.375,3.0,2.75,2.5,2.8,2.75
1.0,2.0,A,1.0,1.0,D,2.5,3.4,2.375,2.6,3.4,2.25
3.0,1.0,H,1.0,1.0,D,1.833,3.25,3.75,1.8,3.3,3.75
0.0,1.0,A,0.0,1.0,A,1.615,3.4,5.0,1.61,3.5,4.5
0.0,4.0,A,0.0,2.0,A,5.0,3.4,1.615,4.2,3.5,1.66
0.0,4.0,A,0.0,2.0,A,2.5,3.5,2.3,2.62,3.5,2.2
2.0,2.0,D,0.0,1.0,A,4.0,3.5,1.727,3.75,3.3,1.8
2.0,1.0,H,1.0,0.0,H,1.4,3.8,8.0,1.28,4.5,8.0
1.0,0.0,H,1.0,0.0,H,2.375,3.25,2.75,2.2,3.2,2.8
5.0,1.0,H,2.0,0.0,H,1.615,3.4,5.5,1.57,3.5,5.0
3.0,2.0,H,1.0,1.0,D,2.3,3.25,2.8,2.3,3.2,2.62
2.0,2.0,D,2.0,0.0,H,2.5,3.2,2.6,2.3,3.2,2.62
4.0,0.0,H,1.0,0.0,H,1.286,4.5,10.0,1.22,5.0,9.5
2.0,1.0,H,1.0,0.0,H,2.375,3.25,2.75,2.3,3.2,2.62
0.0,3.0,A,0.0,2.0,A,2.25,3.4,2.75,2.37,3.3,2.5
2.0,2.0,D,1.0,1.0,D,2.75,3.25,2.375,3.0,3.2,2.1
1.0,2.0,A,0.0,1.0,A,2.25,3.25,2.875,2.3,3.0,2.8
2.0,2.0,D,2.0,0.0,H,2.5,3.3,2.5,2.5,3.1,2.5
2.0,1.0,H,2.0,1.0,H,1.25,5.0,10.0,1.22,5.0,9.5
3.0,1.0,H,3.0,0.0,H,1.8,3.4,4.0,1.72,3.4,4.0
1.0,1.0,D,0.0,1.0,A,1.667,3.6,4.5,1.66,3.4,4.33
1.0,2.0,A,1.0,0.0,H,3.0,3.2,2.2,2.87,3.1,2.2
0.0,0.0,D,0.0,0.0,D,1.909,3.25,3.75,1.9,3.2,3.5
2.0,1.0,H,1.0,1.0,D,2.0,3.25,3.4,2.1,3.2,3.0
0.0,4.0,A,0.0,4.0,A,2.375,3.25,2.7,2.25,3.1,2.8
0.0,0.0,D,0.0,0.0,D,3.0,3.2,2.2,3.1,3.1,2.1
0.0,4.0,A,0.0,3.0,A,4.0,3.4,1.8,4.2,3.25,1.72
2.0,3.0,A,1.0,1.0,D,2.0,3.25,3.4,2.0,3.2,3.2
2.0,2.0,D,1.0,1.0,D,2.375,3.2,2.75,2.4,3.1,2.6
0.0,0.0,D,0.0,0.0,D,2.0,3.25,3.4,2.0,3.2,3.2
0.0,0.0,D,0.0,0.0,D,2.5,3.2,2.6,2.37,3.1,2.62
4.0,0.0,H,0.0,0.0,D,2.1,3.25,3.2,2.0,3.2,3.2
2.0,0.0,H,0.0,0.0,D,1.286,5.0,8.5,1.28,4.5,8.0
0.0,0.0,D,0.0,0.0,D,1.5,3.5,7.0,1.5,3.4,6.0
1.0,0.0,H,0.0,0.0,D,1.143,6.5,15.0,1.11,6.5,15.0
3.0,1.0,H,3.0,0.0,H,1.667,3.4,5.0,1.72,3.2,4.33
0.0,0.0,D,0.0,0.0,D,2.3,3.25,2.8,2.2,3.25,2.75
2.0,2.0,D,1.0,1.0,D,1.5,3.6,6.5,1.5,3.4,6.0
0.0,3.0,A,0.0,1.0,A,2.6,3.2,2.5,2.5,3.1,2.5
2.0,3.0,A,0.0,1.0,A,2.0,3.25,3.4,2.0,3.2,3.2
0.0,1.0,A,0.0,0.0,D,1.533,3.4,6.5,1.5,3.4,6.0
0.0,3.0,A,0.0,1.0,A,1.667,3.4,5.0,1.72,3.2,4.33
0.0,0.0,D,0.0,0.0,D,2.75,3.2,2.375,2.62,3.2,2.3
1.0,2.0,A,1.0,0.0,H,4.0,3.4,1.8,4.5,3.3,1.66
1.0,0.0,H,0.0,0.0,D,5.0,3.4,1.667,5.0,3.5,1.57
1.0,1.0,D,1.0,1.0,D,1.28,4.5,10.0,1.22,5.0,9.5
1.0,3.0,A,1.0,1.0,D,2.8,3.25,2.3,2.6,3.1,2.4
2.0,0.0,H,1.0,0.0,H,2.3,3.2,2.87,2.25,3.1,2.8
0.0,2.0,A,0.0,0.0,D,5.0,3.6,1.61,5.0,3.5,1.57
4.0,2.0,H,2.0,1.0,H,1.53,3.6,6.0,1.53,3.25,6.0
2.0,2.0,D,0.0,0.0,D,2.37,3.2,2.75,2.37,3.1,2.62
2.0,0.0,H,1.0,0.0,H,1.61,3.4,5.5,1.57,3.5,5.0
2.0,2.0,D,1.0,1.0,D,1.83,3.25,4.0,1.83,3.2,3.75
4.0,1.0,H,0.0,1.0,A,1.83,3.25,4.0,1.83,3.3,3.6
4.0,0.0,H,2.0,0.0,H,2.6,3.2,2.5,2.5,3.1,2.5
2.0,1.0,H,1.0,0.0,H,1.9,3.25,3.75,1.83,3.2,3.75
2.0,2.0,D,0.0,0.0,D,2.3,3.25,2.8,2.5,3.1,2.5
0.0,2.0,A,0.0,0.0,D,2.1,3.25,3.2,2.2,3.25,2.75
2.0,1.0,H,1.0,0.0,H,1.3,4.5,9.5,1.33,4.0,8.0
0.0,0.0,D,0.0,0.0,D,1.5,3.6,6.5,1.5,3.4,6.0
1.0,2.0,A,0.0,2.0,A,2.25,3.25,2.87,2.3,3.2,2.62
1.0,3.0,A,0.0,2.0,A,2.0,3.25,3.4,2.0,3.2,3.2
0.0,5.0,A,0.0,2.0,A,6.5,3.6,1.5,6.5,3.6,1.44
0.0,0.0,D,0.0,0.0,D,2.0,3.25,3.4,2.2,2.87,3.1
1.0,0.0,H,1.0,0.0,H,2.3,3.25,2.8,2.3,3.2,2.62
3.0,2.0,H,1.0,1.0,D,1.53,3.5,5.5,1.5,3.4,6.0
2.0,0.0,H,1.0,0.0,H,1.9,3.25,3.75,2.0,3.2,3.2
1.0,1.0,D,0.0,1.0,A,1.61,3.6,5.0,1.72,3.2,4.33
1.0,0.0,H,1.0,0.0,H,1.33,4.33,8.5,1.3,4.2,8.5
1.0,4.0,A,0.0,3.0,A,6.5,3.6,1.5,7.0,3.5,1.44
0.0,1.0,A,0.0,1.0,A,1.8,3.2,4.33,1.66,3.4,4.33
0.0,2.0,A,0.0,1.0,A,1.8,3.4,4.0,1.66,3.3,4.5
3.0,2.0,H,2.0,1.0,H,4.33,3.2,1.8,4.2,3.25,1.72
4.0,0.0,H,3.0,0.0,H,1.83,3.25,4.0,1.8,3.3,3.75
0.0,0.0,D,0.0,0.0,D,1.72,3.4,4.5,1.72,3.4,4.0
2.0,0.0,H,1.0,0.0,H,1.61,3.6,5.0,1.66,3.3,4.5
2.0,1.0,H,2.0,0.0,H,2.5,3.3,2.5,2.6,3.4,2.25
1.0,2.0,A,1.0,1.0,D,2.5,3.3,2.5,2.6,3.1,2.4
3.0,0.0,H,1.0,0.0,H,1.3,4.5,9.5,1.28,4.5,8.0
1.0,0.0,H,1.0,0.0,H,1.72,3.5,4.33,1.72,3.4,4.0
1.0,2.0,A,1.0,0.0,H,2.1,3.25,3.2,2.0,3.2,3.2
3.0,0.0,H,1.0,0.0,H,2.25,3.25,2.87,2.1,3.2,3.0
1.0,0.0,H,0.0,0.0,D,3.25,3.5,2.0,3.6,3.3,1.83
1.0,1.0,D,0.0,0.0,D,1.8,3.4,4.0,1.72,3.2,4.33
1.0,2.0,A,0.0,1.0,A,4.33,3.5,1.72,4.5,3.3,1.66
0.0,0.0,D,0.0,0.0,D,4.33,3.5,1.72,4.2,3.25,1.72
2.0,1.0,H,1.0,1.0,D,2.2,3.2,3.0,2.2,3.2,2.8
0.0,0.0,D,0.0,0.0,D,1.57,3.6,5.5,1.57,3.3,5.5
0.0,1.0,A,0.0,0.0,D,5.0,3.6,1.61,5.5,3.3,1.57
6.0,2.0,H,1.0,1.0,D,1.66,3.4,5.0,1.66,3.3,4.5
0.0,1.0,A,0.0,1.0,A,2.5,3.3,2.5,2.6,3.1,2.4
1.0,0.0,H,1.0,0.0,H,4.0,3.25,1.83,3.75,3.2,1.83
0.0,0.0,D,0.0,0.0,D,2.25,3.0,3.1,2.1,3.1,3.1
0.0,0.0,D,0.0,0.0,D,2.0,3.25,3.4,2.0,3.2,3.2
1.0,2.0,A,1.0,0.0,H,2.6,3.2,2.5,2.62,3.1,2.37
0.0,1.0,A,0.0,1.0,A,1.9,3.25,3.75,1.8,3.25,3.8
2.0,3.0,A,2.0,1.0,H,2.5,3.2,2.6,2.62,3.2,2.3
0.0,0.0,D,0.0,0.0,D,2.0,3.25,3.4,1.9,3.1,3.6
0.0,1.0,A,0.0,1.0,A,2.4,3.2,2.7,2.37,3.1,2.62
1.0,0.0,H,1.0,0.0,H,1.5,3.5,7.0,1.5,3.6,5.5
3.0,1.0,H,1.0,1.0,D,1.5,3.5,7.0,1.5,3.4,6.0
1.0,3.0,A,1.0,1.0,D,1.25,5.0,10.0,1.16,5.5,12.0
3.0,0.0,H,2.0,0.0,H,1.53,3.6,6.0,1.57,3.5,5.0
2.0,0.0,H,0.0,0.0,D,2.0,3.25,3.4,2.0,3.2,3.2
4.0,3.0,H,0.0,3.0,A,2.1,3.25,3.2,2.1,3.2,3.0
1.0,1.0,D,1.0,1.0,D,5.0,3.6,1.61,5.5,3.4,1.53
0.0,0.0,D,0.0,0.0,D,1.83,3.25,4.0,1.8,3.3,3.75
0.0,1.0,A,0.0,0.0,D,4.5,3.4,1.72,4.2,3.25,1.72
1.0,4.0,A,0.0,3.0,A,5.5,3.6,1.57,5.0,3.5,1.57
3.0,0.0,H,1.0,0.0,H,1.25,5.0,10.0,1.2,5.5,9.0
2.0,0.0,H,0.0,0.0,D,1.72,3.4,4.5,1.72,3.4,4.0
1.0,1.0,D,1.0,1.0,D,1.57,3.6,5.5,1.5,3.4,6.0
0.0,2.0,A,0.0,1.0,A,2.2,3.4,2.87,2.2,3.25,2.75
0.0,1.0,A,0.0,0.0,D,1.72,3.4,4.5,1.66,3.3,4.5
1.0,2.0,A,1.0,1.0,D,2.7,3.25,2.37,2.8,3.1,2.25
2.0,0.0,H,0.0,0.0,D,2.5,3.3,2.5,2.62,3.1,2.37
1.0,2.0,A,0.0,1.0,A,1.9,3.25,3.75,1.9,3.2,3.5
2.0,1.0,H,0.0,1.0,A,1.4,3.75,8.5,1.44,3.3,7.5
0.0,2.0,A,0.0,1.0,A,2.0,3.25,3.4,2.2,3.0,3.0
0.0,0.0,D,0.0,0.0,D,2.37,3.2,2.75,2.37,3.1,2.62
3.0,1.0,H,1.0,0.0,H,2.25,3.25,2.87,2.1,3.2,3.0
6.0,1.0,H,2.0,1.0,H,1.83,3.25,4.0,1.9,3.2,3.5
1.0,1.0,D,0.0,0.0,D,2.6,3.2,2.5,2.6,3.1,2.4
5.0,0.0,H,3.0,0.0,H,1.61,3.6,5.0,1.57,3.5,5.0
1.0,2.0,A,0.0,0.0,D,2.75,3.2,2.37,2.8,3.1,2.25
0.0,3.0,A,0.0,1.0,A,1.44,3.8,7.0,1.5,3.4,6.0
2.0,1.0,H,2.0,0.0,H,2.25,3.25,2.87,2.2,3.1,2.87
0.0,3.0,A,0.0,1.0,A,4.5,3.4,1.72,4.2,3.25,1.72
2.0,0.0,H,2.0,0.0,H,1.66,3.4,5.0,1.72,3.2,4.33
0.0,2.0,A,0.0,2.0,A,2.2,3.2,3.0,2.1,3.3,2.87
1.0,1.0,D,1.0,0.0,H,2.7,3.25,2.37,2.5,3.1,2.5
2.0,1.0,H,2.0,0.0,H,1.25,5.0,10.0,1.22,5.0,9.5
0.0,0.0,D,0.0,0.0,D,2.8,3.25,2.3,2.75,3.2,2.25
3.0,0.0,H,0.0,0.0,D,1.8,3.4,4.0,1.8,3.3,3.75
0.0,1.0,A,0.0,0.0,D,4.5,3.4,1.72,4.5,3.3,1.66
2.0,1.0,H,0.0,0.0,D,1.9,3.25,3.75,2.0,3.1,3.3
2.0,0.0,H,2.0,0.0,H,1.83,3.25,4.0,1.83,3.3,3.6
1.0,0.0,H,1.0,0.0,H,2.25,3.25,2.87,2.25,3.0,2.87
1.0,0.0,H,0.0,0.0,D,2.1,3.25,3.2,2.2,3.2,2.8
2.0,0.0,H,1.0,0.0,H,2.25,3.25,2.87,2.25,3.1,2.8
0.0,1.0,A,0.0,1.0,A,1.61,3.4,5.5,1.61,3.5,4.5
0.0,2.0,A,0.0,1.0,A,1.8,3.4,4.0,1.8,3.1,4.0
1.0,1.0,D,1.0,1.0,D,3.75,3.25,1.9,3.5,3.2,1.9
0.0,0.0,D,0.0,0.0,D,1.33,4.33,8.5,1.28,4.5,8.0
1.0,0.0,H,1.0,0.0,H,2.37,3.25,2.7,2.4,2.9,2.75
3.0,1.0,H,1.0,1.0,D,1.57,3.6,5.5,1.53,3.4,5.5
0.0,1.0,A,0.0,1.0,A,1.9,3.25,3.75,1.9,3.25,3.4
0.0,4.0,A,0.0,0.0,D,2.2,3.2,3.0,2.1,3.2,3.0
2.0,1.0,H,0.0,0.0,D,1.8,3.2,4.33,1.83,3.3,3.6
1.0,1.0,D,1.0,0.0,H,6.5,3.6,1.5,5.5,3.6,1.5
1.0,1.0,D,0.0,0.0,D,6.5,3.4,1.53,5.5,3.6,1.5
4.0,0.0,H,2.0,0.0,H,1.28,4.5,10.0,1.2,5.0,11.0
0.0,0.0,D,0.0,0.0,D,1.72,3.4,4.5,1.72,3.2,4.33
1.0,1.0,D,0.0,1.0,A,2.25,3.4,2.75,2.25,3.2,2.75
5.0,2.0,H,1.0,1.0,D,1.66,3.4,5.0,1.57,3.5,5.0
0.0,0.0,D,0.0,0.0,D,2.3,3.4,2.7,2.25,3.2,2.75
3.0,2.0,H,2.0,0.0,H,2.25,3.25,2.87,2.2,3.2,2.8
1.0,2.0,A,1.0,1.0,D,1.286,4.5,10.0,1.25,4.5,10.0
0.0,2.0,A,0.0,1.0,A,2.25,3.25,2.875,2.3,3.1,2.75
1.0,2.0,A,0.0,1.0,A,1.571,3.4,6.0,1.53,3.25,6.0
3.0,1.0,H,2.0,0.0,H,1.4,3.75,8.5,1.36,3.75,8.0
0.0,0.0,D,0.0,0.0,D,2.1,3.25,3.2,2.0,3.2,3.2
4.0,0.0,H,1.0,0.0,H,1.615,3.4,5.5,1.57,3.5,5.0
1.0,2.0,A,1.0,2.0,A,2.2,3.2,3.0,2.1,3.2,3.0
1.0,0.0,H,1.0,0.0,H,1.364,4.333,7.5,1.3,4.2,8.5
3.0,2.0,H,2.0,1.0,H,1.727,3.4,4.5,1.72,3.25,4.2
3.0,2.0,H,1.0,0.0,H,2.5,3.2,2.6,2.5,3.1,2.5
0.0,2.0,A,0.0,0.0,D,1.909,3.3,4.0,1.72,3.25,4.2
1.0,1.0,D,0.0,0.0,D,5.0,3.6,1.667,5.0,3.5,1.57
0.0,0.0,D,0.0,0.0,D,2.875,3.3,2.375,2.75,3.2,2.25
3.0,2.0,H,1.0,1.0,D,1.8,3.4,4.0,1.8,3.1,4.0
0.0,1.0,A,0.0,0.0,D,4.5,3.4,1.8,4.5,3.3,1.66
3.0,0.0,H,1.0,0.0,H,1.727,3.4,5.0,1.72,3.2,4.33
1.0,2.0,A,0.0,2.0,A,5.5,3.6,1.615,5.0,3.3,1.61
1.0,1.0,D,0.0,1.0,A,1.909,3.3,4.0,1.9,3.4,3.25
3.0,0.0,H,2.0,0.0,H,1.167,6.5,15.0,1.12,6.0,15.0
2.0,1.0,H,0.0,1.0,A,2.25,3.25,3.1,2.1,3.3,2.87
2.0,2.0,D,1.0,1.0,D,2.25,3.25,3.1,2.1,3.1,3.1
4.0,2.0,H,2.0,1.0,H,5.5,3.4,1.667,5.0,3.3,1.61
2.0,0.0,H,1.0,0.0,H,2.2,3.25,3.2,2.1,3.1,3.1
0.0,0.0,D,0.0,0.0,D,2.3,3.25,3.0,2.25,3.2,2.75
1.0,1.0,D,0.0,0.0,D,3.25,3.4,2.1,3.2,3.2,2.0
3.0,1.0,H,1.0,0.0,H,1.667,3.6,5.0,1.61,3.3,5.0
3.0,2.0,H,2.0,1.0,H,1.25,5.5,10.0,1.2,5.0,11.0
2.0,0.0,H,0.0,0.0,D,2.5,3.25,2.7,2.37,3.1,2.62
3.0,0.0,H,1.0,0.0,H,2.2,3.25,3.2,2.2,3.1,2.87
2.0,2.0,D,1.0,1.0,D,1.8,3.4,4.5,1.72,3.2,4.33
3.0,0.0,H,0.0,0.0,D,1.25,5.5,11.0,1.28,4.5,8.0
1.0,0.0,H,0.0,0.0,D,2.1,3.25,3.4,2.1,3.2,3.0
2.0,2.0,D,1.0,0.0,H,2.87,3.25,2.37,2.8,3.2,2.2
0.0,1.0,A,0.0,1.0,A,5.0,3.6,1.66,5.0,3.3,1.61
0.0,1.0,A,0.0,0.0,D,1.61,3.6,5.5,1.61,3.3,5.0
0.0,1.0,A,0.0,0.0,D,2.3,3.25,3.0,2.25,3.2,2.75
3.0,1.0,H,1.0,1.0,D,2.62,3.25,2.6,2.5,3.1,2.5
0.0,1.0,A,0.0,1.0,A,4.5,3.6,1.72,4.5,3.3,1.66
2.0,1.0,H,1.0,0.0,H,1.66,3.4,5.5,1.66,3.3,4.5
1.0,2.0,A,0.0,2.0,A,6.5,3.5,1.57,5.5,3.4,1.53
0.0,1.0,A,0.0,1.0,A,1.8,3.4,4.5,1.66,3.3,4.5
1.0,1.0,D,0.0,1.0,A,5.5,3.4,1.66,5.5,3.4,1.53
1.0,1.0,D,1.0,0.0,H,2.3,3.25,3.0,2.3,3.2,2.62
2.0,1.0,H,1.0,0.0,H,2.2,3.25,3.2,2.2,3.0,3.0
1.0,0.0,H,1.0,0.0,H,1.53,3.6,7.0,1.5,3.4,6.0
0.0,0.0,D,0.0,0.0,D,1.8,3.4,4.5,1.66,3.3,4.5
4.0,1.0,H,3.0,0.0,H,2.2,3.25,3.2,2.1,3.2,3.0
2.0,2.0,D,0.0,1.0,A,2.87,3.25,2.4,2.62,3.1,2.37
4.0,1.0,H,2.0,0.0,H,1.28,5.0,10.0,1.25,4.5,10.0
2.0,1.0,H,1.0,1.0,D,2.1,3.25,3.4,2.2,3.0,3.0
3.0,4.0,A,3.0,2.0,H,2.1,3.25,3.4,2.0,3.1,3.3
2.0,0.0,H,1.0,0.0,H,1.57,3.5,6.5,1.5,3.4,6.0
2.0,1.0,H,1.0,0.0,H,2.1,3.25,3.4,1.9,3.2,3.5
0.0,1.0,A,0.0,0.0,D,2.5,3.25,2.7,2.62,3.2,2.3
1.0,0.0,H,1.0,0.0,H,1.66,3.4,5.5,1.53,3.4,5.5
4.0,2.0,H,1.0,2.0,A,2.5,3.25,2.7,2.3,3.2,2.62
0.0,4.0,A,0.0,2.0,A,6.0,3.5,1.61,5.5,3.4,1.53
0.0,0.0,D,0.0,0.0,D,1.44,4.0,7.5,1.44,3.6,6.5
1.0,0.0,H,0.0,0.0,D,1.83,3.25,4.5,1.8,3.3,3.75
0.0,1.0,A,0.0,1.0,A,2.25,3.25,3.1,2.25,3.2,2.75
1.0,1.0,D,0.0,0.0,D,2.1,3.25,3.4,2.2,3.2,2.8
3.0,3.0,D,1.0,0.0,H,1.72,3.3,5.0,1.72,3.2,4.33
2.0,1.0,H,2.0,0.0,H,1.72,3.3,5.0,1.57,3.5,5.0
2.0,1.0,H,1.0,0.0,H,2.87,3.25,2.37,2.8,3.1,2.25
1.0,0.0,H,0.0,0.0,D,8.5,4.5,1.36,8.0,4.33,1.3
0.0,2.0,A,0.0,1.0,A,5.5,3.4,1.66,4.5,3.3,1.66
0.0,0.0,D,0.0,0.0,D,1.3,4.5,12.0,1.3,4.33,8.0
3.0,1.0,H,2.0,0.0,H,1.66,3.4,5.5,1.57,3.5,5.0
1.0,1.0,D,0.0,1.0,A,4.5,3.4,1.8,4.0,3.1,1.8
1.0,1.0,D,0.0,1.0,A,2.7,3.25,2.5,2.5,3.1,2.5
1.0,2.0,A,1.0,1.0,D,1.8,3.3,4.5,1.72,3.25,4.2
2.0,1.0,H,1.0,1.0,D,2.375,3.25,2.875,2.25,3.2,2.75
0.0,3.0,A,0.0,0.0,D,2.5,3.25,2.7,2.75,3.2,2.25
0.0,5.0,A,0.0,0.0,D,2.5,3.25,2.7,2.3,3.1,2.75
0.0,0.0,D,0.0,0.0,D,1.727,3.4,5.0,1.57,3.3,5.5
3.0,2.0,H,2.0,1.0,H,1.25,5.5,10.0,1.22,5.0,9.5
0.0,0.0,D,0.0,0.0,D,1.909,3.25,4.0,1.83,3.3,3.6
2.0,1.0,H,1.0,0.0,H,1.25,5.5,10.0,1.25,4.5,10.0
2.0,3.0,A,1.0,2.0,A,4.5,3.3,1.8,4.5,3.3,1.66
2.0,0.0,H,1.0,0.0,H,1.615,3.4,6.0,1.44,3.75,6.0
2.0,2.0,D,1.0,0.0,H,3.1,3.2,2.25,2.87,3.1,2.2
3.0,4.0,A,0.0,3.0,A,5.5,3.6,1.615,5.5,3.3,1.57
0.0,1.0,A,0.0,1.0,A,1.909,3.25,4.0,2.0,3.2,3.2
3.0,1.0,H,2.0,0.0,H,1.4,4.333,7.5,1.4,3.6,7.5
0.0,0.0,D,0.0,0.0,D,2.1,3.25,3.4,2.0,3.2,3.2
4.0,3.0,H,2.0,1.0,H,1.667,3.4,5.5,1.57,3.5,5.0
1.0,3.0,A,1.0,1.0,D,9.0,4.0,1.4,8.0,4.0,1.33
1.0,0.0,H,1.0,0.0,H,1.364,4.333,9.0,1.4,3.6,7.5
0.0,0.0,D,0.0,0.0,D,2.0,3.4,3.5,2.1,3.2,3.0
2.0,0.0,H,1.0,0.0,H,1.25,5.0,13.0,1.22,5.0,9.5
4.0,1.0,H,2.0,1.0,H,2.1,3.25,3.4,2.1,3.2,3.0
1.0,1.0,D,1.0,1.0,D,2.7,3.25,2.5,2.62,3.1,2.37
3.0,0.0,H,2.0,0.0,H,2.1,3.25,3.4,1.9,3.2,3.5
1.0,1.0,D,0.0,0.0,D,2.87,3.25,2.37,2.62,3.1,2.37
2.0,4.0,A,0.0,2.0,A,2.1,3.25,3.4,2.1,3.2,3.0
1.0,2.0,A,1.0,2.0,A,2.2,3.25,3.2,2.0,3.2,3.2
2.0,1.0,H,1.0,0.0,H,1.61,3.6,5.5,1.66,3.3,4.5
