FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA
2,0,H,0,0,D,1.533,3.75,5.0,1.5,3.7,6.25,1.5,3.7,5.0,1.533,3.5,5.5,1.53,3.6,5.5,1.44,3.6,6.5
4,0,H,3,0,H,1.571,3.6,5.0,1.55,3.55,5.75,1.55,3.5,4.8,1.533,3.5,5.5,1.53,3.4,6.0,1.53,3.4,5.5
1,0,H,0,0,D,2.7,3.2,2.3,2.95,3.25,2.2,2.9,3.0,2.2,2.75,3.2,2.25,2.7,3.2,2.3,2.8,3.1,2.25
3,2,H,2,1,H,2.375,3.2,2.625,2.35,3.2,2.75,2.3,2.9,2.8,2.25,3.2,2.75,2.3,3.1,2.8,2.37,3.1,2.62
1,1,D,0,0,D,1.909,3.25,3.5,1.85,3.35,3.85,1.8,3.1,3.8,1.909,3.2,3.5,1.9,3.25,3.5,1.9,3.2,3.5
4,1,H,1,0,H,1.909,3.25,3.5,1.9,3.3,3.75,1.9,3.1,3.5,1.909,3.2,3.5,1.95,3.2,3.5,2.0,3.2,3.2
1,0,H,1,0,H,1.833,3.25,3.75,1.9,3.3,3.75,1.75,3.2,4.0,1.833,3.2,3.75,1.9,3.25,3.5,1.83,3.3,3.6
1,2,A,0,1,A,1.364,4.0,7.5,1.35,4.5,7.5,1.35,4.0,7.0,1.333,4.0,8.0,1.36,4.0,7.5,1.4,3.75,7.0
1,2,A,0,0,D,3.25,3.25,2.0,3.0,3.25,2.2,2.9,3.0,2.2,2.8,3.2,2.2,3.25,3.25,2.0,2.87,3.1,2.2
0,0,D,0,0,D,1.615,3.4,5.0,1.65,3.45,5.0,1.65,3.3,4.4,1.667,3.25,4.5,1.66,3.4,4.5,1.61,3.3,5.0
2,4,A,1,2,A,2.25,3.25,2.75,2.3,3.2,2.85,2.0,3.1,3.2,2.25,3.2,2.75,2.25,3.2,2.8,2.2,3.2,2.8
3,1,H,1,0,H,1.286,4.5,8.5,1.28,4.85,9.0,1.3,4.2,8.0,1.286,4.333,9.0,1.28,4.5,8.5,1.3,4.33,8.0
1,0,H,0,0,D,3.25,3.25,2.0,3.0,3.25,2.2,2.8,3.1,2.2,3.0,3.2,2.1,2.87,3.2,2.2,3.0,3.2,2.1
1,0,H,1,0,H,3.25,3.25,2.0,3.55,3.25,1.95,3.5,3.1,1.9,3.2,3.2,2.0,3.5,3.25,1.9,3.2,3.2,2.0
1,1,D,1,0,H,2.2,3.25,2.8,2.2,3.25,2.95,2.1,3.0,3.1,2.2,3.2,2.8,2.2,3.2,2.87,2.0,3.1,3.3
0,2,A,0,1,A,2.625,3.2,2.375,2.75,3.2,2.35,2.7,3.0,2.3,2.6,3.2,2.375,2.62,3.2,2.37,2.62,3.1,2.37
2,3,A,0,2,A,1.909,3.25,3.5,2.05,3.2,3.3,2.2,3.1,2.8,2.0,3.2,3.2,2.0,3.25,3.25,1.9,3.3,3.3
2,0,H,1,0,H,1.833,3.25,3.75,1.9,3.25,3.75,1.9,3.1,3.5,1.909,3.2,3.5,1.85,3.25,3.75,1.83,3.2,3.75
2,2,D,1,0,H,2.6,3.2,2.4,2.65,3.2,2.4,2.7,3.0,2.3,2.6,3.2,2.375,2.7,3.2,2.3,2.5,3.1,2.5
1,1,D,1,0,H,1.5,3.5,6.0,1.5,3.7,6.0,1.5,3.7,5.0,1.5,3.4,6.0,1.5,3.5,6.0,1.5,3.4,6.0
0,2,A,0,1,A,2.6,3.2,2.4,2.55,3.2,2.5,2.5,3.0,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.4,3.1,2.6
1,0,H,0,0,D,1.444,3.75,6.5,1.4,4.0,7.25,1.4,3.9,6.0,1.4,3.75,7.0,1.4,3.8,7.0,1.44,3.6,6.5
1,0,H,0,0,D,1.4,3.75,7.5,1.4,4.3,7.5,1.4,3.9,6.0,1.4,3.75,7.0,1.36,3.75,8.5,1.4,3.6,7.5
3,1,H,3,1,H,2.0,3.25,3.25,2.05,3.3,3.4,2.1,3.0,3.1,2.0,3.2,3.2,2.0,3.25,3.25,1.9,3.25,3.4
1,0,H,1,0,H,2.6,3.2,2.4,2.7,3.3,2.4,2.6,3.0,2.4,2.5,3.25,2.4,2.6,3.2,2.4,2.62,3.1,2.37
1,3,A,0,0,D,1.667,3.4,4.5,1.7,3.5,4.7,1.8,3.1,3.8,1.727,3.2,4.333,1.66,3.4,4.5,1.8,3.3,3.75
2,2,D,0,1,A,1.833,3.25,3.75,1.8,3.4,4.25,1.85,3.1,3.6,1.8,3.25,3.75,1.75,3.2,4.33,1.9,3.2,3.5
0,0,D,0,0,D,2.6,3.2,2.4,2.55,3.3,2.55,2.4,3.0,2.6,2.4,3.25,2.5,2.5,3.2,2.5,2.5,3.1,2.5
3,1,H,2,1,H,1.8,3.25,4.0,1.8,3.4,4.25,1.9,3.1,3.5,1.833,3.4,3.5,1.8,3.25,4.0,1.72,3.25,4.2
1,0,H,1,0,H,1.4,3.75,7.5,1.4,4.3,7.5,1.35,4.0,7.0,1.4,3.75,7.0,1.36,3.75,8.5,1.36,3.75,8.0
1,2,A,0,1,A,1.667,3.4,4.5,1.65,3.5,5.1,1.65,3.3,4.4,1.667,3.25,4.5,1.61,3.4,5.0,1.72,3.25,4.2
2,0,H,1,0,H,1.333,4.333,7.5,1.38,4.25,8.0,1.35,4.0,7.0,1.4,3.75,7.0,1.36,4.0,7.5,1.3,4.33,8.0
0,0,D,0,0,D,1.727,3.25,4.333,1.67,3.5,5.0,1.75,3.2,4.0,1.667,3.4,4.333,1.61,3.4,5.0,1.61,3.3,5.0
3,1,H,2,0,H,2.0,3.25,3.25,2.15,3.25,3.2,2.1,3.0,3.1,2.0,3.2,3.2,2.0,3.25,3.25,1.9,3.25,3.4
1,3,A,0,3,A,2.2,3.25,2.8,2.15,3.25,3.2,2.1,3.0,3.1,2.1,3.2,3.0,2.1,3.25,3.0,2.2,3.2,2.8
3,1,H,3,1,H,2.25,3.25,2.75,2.25,3.3,2.95,2.4,3.0,2.6,2.2,3.25,2.75,2.3,3.2,2.7,2.2,3.2,2.8
0,0,D,0,0,D,2.0,3.25,3.25,2.1,3.2,3.4,2.0,3.1,3.2,2.1,3.2,3.0,2.1,3.2,3.1,2.0,3.2,3.2
2,0,H,0,0,D,1.909,3.25,3.5,2.0,3.25,3.6,2.0,3.1,3.2,1.909,3.25,3.4,2.0,3.25,3.25,2.0,3.2,3.2
1,0,H,0,0,D,2.0,3.25,3.25,2.1,3.2,3.4,2.2,3.0,2.9,2.0,3.2,3.2,2.0,3.25,3.25,2.0,3.2,3.2
1,3,A,0,1,A,2.1,3.25,3.0,2.25,3.25,3.0,2.2,3.0,2.9,2.1,3.2,3.0,2.2,3.2,2.87,2.1,3.2,3.0
0,2,A,0,1,A,1.909,3.25,3.5,1.9,3.3,3.9,1.9,3.1,3.5,1.833,3.4,3.5,1.9,3.25,3.5,1.9,3.2,3.5
3,0,H,2,0,H,2.25,3.25,2.75,2.3,3.25,2.9,2.3,3.0,2.7,2.2,3.2,2.8,2.25,3.2,2.8,2.1,3.2,3.0
1,1,D,1,0,H,2.0,3.25,3.25,2.0,3.45,3.35,1.9,3.2,3.4,2.0,3.2,3.2,2.0,3.2,3.3,2.0,3.2,3.2
1,0,H,0,0,D,1.909,3.25,3.5,1.9,3.3,3.9,1.8,3.1,3.8,1.909,3.2,3.5,1.9,3.25,3.5,1.9,3.2,3.5
1,3,A,0,1,A,2.75,3.25,2.25,2.85,3.25,2.35,2.5,3.0,2.5,2.75,3.2,2.25,2.8,3.2,2.25,2.8,3.2,2.2
1,0,H,1,0,H,2.0,3.25,3.25,2.0,3.3,3.55,1.9,3.1,3.5,2.0,3.2,3.2,1.9,3.2,3.6,1.9,3.2,3.5
3,0,H,1,0,H,1.615,3.4,5.0,1.6,3.45,5.85,1.6,3.4,4.6,1.571,3.5,5.0,1.57,3.4,5.5,1.61,3.3,5.0
0,2,A,0,1,A,3.0,3.25,2.1,3.4,3.3,2.05,3.1,3.0,2.1,3.2,3.2,2.0,3.1,3.2,2.1,3.0,3.2,2.1
2,0,H,1,0,H,1.533,3.5,5.5,1.6,3.45,5.85,1.55,3.5,4.8,1.533,3.4,5.5,1.53,3.5,5.5,1.5,3.4,6.0
3,3,D,2,0,H,1.286,4.5,9.0,1.31,4.75,9.0,1.35,4.0,7.0,1.333,4.0,8.0,1.29,4.5,8.5,1.3,4.33,8.0
3,0,H,0,0,D,2.625,3.2,2.375,2.7,3.25,2.45,2.7,3.0,2.3,2.6,3.2,2.375,2.62,3.2,2.38,2.62,3.2,2.3
2,2,D,1,1,D,2.5,3.2,2.5,2.6,3.25,2.55,2.5,3.0,2.5,2.5,3.2,2.5,2.6,3.2,2.4,2.4,3.1,2.6
2,0,H,1,0,H,1.909,3.25,3.5,2.05,3.25,3.45,2.0,3.1,3.2,1.909,3.25,3.4,1.91,3.25,3.5,1.9,3.2,3.5
0,1,A,0,0,D,2.2,3.25,2.8,2.25,3.25,3.0,2.1,3.0,3.1,2.2,3.2,2.8,2.2,3.2,2.88,2.1,3.2,3.0
4,2,H,3,1,H,1.8,3.25,4.0,1.8,3.4,4.25,1.7,3.2,4.2,1.8,3.25,3.75,1.73,3.2,4.5,1.72,3.25,4.2
3,2,H,3,0,H,1.25,5.0,9.0,1.26,5.25,10.0,1.27,4.3,8.5,1.286,4.333,9.0,1.25,5.0,9.0,1.28,4.5,8.0
1,0,H,0,0,D,1.667,3.4,4.5,1.7,3.5,4.75,1.75,3.2,4.0,1.615,3.5,4.5,1.67,3.2,5.0,1.61,3.3,5.0
2,0,H,2,0,H,1.533,3.4,6.0,1.6,3.6,5.5,1.55,3.5,4.8,1.571,3.5,5.0,1.53,3.6,5.5,1.57,3.3,5.5
2,0,H,1,0,H,1.533,3.5,5.5,1.55,3.7,6.0,1.55,3.5,4.8,1.533,3.5,5.5,1.53,3.6,5.5,1.53,3.4,5.5
2,2,D,1,1,D,3.5,3.25,1.909,3.75,3.3,1.95,3.5,3.2,1.85,3.4,3.25,1.909,3.3,3.2,2.0,3.5,3.2,1.9
0,2,A,0,0,D,2.3,3.2,2.7,2.42,3.25,2.75,2.3,3.0,2.7,2.25,3.2,2.75,2.3,3.2,2.7,2.25,3.2,2.75
1,1,D,1,1,D,3.5,3.25,1.909,3.75,3.3,1.95,3.5,3.1,1.9,3.5,3.4,1.833,3.5,3.25,1.9,3.75,3.3,1.8
2,2,D,0,2,A,2.2,3.25,2.8,2.25,3.25,3.0,2.1,3.0,3.1,2.2,3.25,2.75,2.25,3.2,2.8,2.25,3.2,2.75
3,0,H,0,0,D,2.3,3.2,2.7,2.3,3.25,2.9,2.1,3.0,3.1,2.2,3.25,2.75,2.3,3.1,2.8,2.25,3.2,2.75
2,2,D,0,1,A,1.533,3.5,5.5,1.57,3.6,6.0,1.65,3.3,4.4,1.5,3.4,6.0,1.5,3.6,6.0,1.53,3.4,5.5
1,1,D,0,1,A,2.0,3.25,3.25,1.9,3.3,3.9,1.9,3.1,3.5,1.833,3.25,3.6,1.85,3.2,3.75,1.9,3.25,3.4
0,2,A,0,0,D,2.8,3.25,2.2,2.9,3.25,2.3,2.6,3.1,2.3,2.75,3.25,2.2,2.8,3.2,2.25,2.87,3.1,2.2
5,2,H,2,0,H,1.286,4.5,8.5,1.35,4.35,8.55,1.3,4.2,8.0,1.333,4.0,8.0,1.3,4.33,8.5,1.28,4.33,8.5
1,2,A,1,0,H,2.2,3.25,2.8,2.3,3.25,2.9,2.3,3.0,2.7,2.25,3.2,2.75,2.2,3.0,3.1,2.2,3.0,3.0
0,3,A,0,2,A,2.0,3.25,3.25,1.95,3.3,3.75,2.0,3.1,3.2,1.909,3.2,3.5,1.9,3.25,3.5,1.9,3.25,3.4
3,0,H,1,0,H,1.667,3.4,4.5,1.7,3.55,4.65,1.65,3.3,4.4,1.667,3.4,4.333,1.61,3.4,5.0,1.57,3.5,5.0
1,1,D,0,1,A,2.7,3.2,2.3,2.9,3.25,2.3,2.7,3.0,2.3,2.75,3.2,2.25,2.8,3.2,2.25,2.62,3.2,2.3
3,1,H,3,1,H,1.909,3.25,3.5,1.95,3.3,3.75,2.0,2.9,3.4,1.833,3.25,3.6,1.85,3.25,3.75,1.83,3.3,3.6
4,1,H,2,1,H,1.667,3.4,4.5,1.75,3.4,4.5,1.75,3.2,4.0,1.667,3.4,4.333,1.66,3.4,4.5,1.66,3.3,4.5
3,2,H,1,0,H,1.8,3.25,4.0,1.85,3.3,4.2,1.9,3.0,3.6,1.8,3.25,3.75,1.85,3.25,3.75,1.83,3.2,3.75
4,4,D,2,3,A,2.4,3.2,2.6,2.45,3.15,2.75,2.4,2.9,2.7,2.375,3.0,2.75,2.4,3.1,2.7,2.5,3.1,2.5
2,0,H,2,0,H,2.3,3.2,2.7,2.25,3.25,3.0,2.4,3.2,2.4,2.2,3.25,2.75,2.3,3.2,2.7,2.3,3.2,2.62
1,1,D,0,0,D,1.909,3.25,3.5,1.8,3.4,4.25,1.85,3.1,3.6,1.833,3.2,3.75,1.9,3.25,3.5,1.9,3.3,3.3
0,2,A,0,0,D,3.5,3.25,1.909,3.9,3.3,1.9,3.2,3.1,2.0,3.4,3.25,1.909,3.75,3.25,1.85,3.2,3.2,2.0
0,0,D,0,0,D,2.625,3.2,2.375,2.65,3.25,2.5,2.9,3.0,2.2,2.5,3.2,2.5,2.62,3.2,2.37,2.6,3.1,2.4
0,2,A,0,0,D,1.833,3.25,3.75,1.95,3.3,3.7,1.9,3.1,3.5,1.909,3.2,3.5,1.85,3.25,3.75,1.83,3.2,3.75
4,1,H,3,1,H,1.833,3.25,3.75,1.8,3.3,4.4,1.8,3.1,3.8,1.8,3.25,3.75,1.8,3.25,4.0,1.8,3.1,4.0
1,5,A,1,3,A,2.625,3.2,2.375,2.75,3.3,2.4,2.9,3.0,2.2,2.5,3.25,2.4,2.6,3.0,2.5,2.6,3.1,2.4
4,1,H,3,1,H,1.8,3.25,4.0,1.77,3.3,4.6,1.8,3.1,3.8,1.727,3.2,4.333,1.75,3.25,4.2,1.72,3.2,4.33
1,1,D,1,1,D,1.333,4.0,8.5,1.36,4.5,8.0,1.3,4.2,8.0,1.333,4.0,8.0,1.33,4.0,8.5,1.3,4.2,8.5
2,1,H,1,1,D,1.5,3.5,6.0,1.57,3.6,6.0,1.5,3.7,5.0,1.533,3.5,5.5,1.53,3.6,5.5,1.5,3.4,6.0
4,0,H,2,0,H,1.667,3.4,4.5,1.77,3.4,4.4,1.75,3.2,4.0,1.727,3.4,4.0,1.72,3.3,4.33,1.72,3.2,4.33
0,1,A,0,0,D,3.75,3.4,1.8,3.95,3.45,1.85,3.5,3.1,1.9,3.6,3.4,1.8,3.75,3.4,1.8,3.75,3.3,1.8
0,2,A,0,2,A,2.375,3.2,2.625,2.42,3.25,2.75,2.5,3.0,2.5,2.375,3.2,2.6,2.3,3.1,2.8,2.25,3.1,2.8
1,2,A,1,1,D,1.8,3.25,4.0,1.95,3.3,3.75,1.85,3.1,3.6,1.833,3.2,3.75,1.85,3.25,3.75,1.8,3.1,4.0
1,0,H,1,0,H,1.909,3.25,3.5,1.85,3.35,4.1,1.9,3.1,3.5,1.833,3.2,3.75,1.8,3.25,4.0,1.8,3.1,4.0
6,0,H,4,0,H,1.571,3.4,5.5,1.6,3.55,5.6,1.55,3.5,4.8,1.571,3.5,5.0,1.57,3.4,5.5,1.57,3.5,5.0
0,1,A,0,1,A,2.625,3.2,2.375,2.85,3.25,2.35,2.9,3.0,2.2,2.75,3.2,2.25,2.6,3.2,2.4,2.62,3.1,2.37
1,0,H,1,0,H,1.667,3.4,4.5,1.75,3.4,4.5,1.75,3.2,4.0,1.727,3.4,4.0,1.72,3.3,4.33,1.66,3.3,4.5
2,0,H,0,0,D,2.6,3.2,2.4,2.55,3.3,2.55,2.5,3.0,2.5,2.5,3.25,2.4,2.5,3.2,2.5,2.6,3.1,2.4
3,2,H,2,1,H,2.0,3.25,3.25,1.9,3.35,3.85,2.0,3.1,3.2,1.91,3.2,3.5,2.0,3.25,3.25,2.0,3.1,3.3
1,1,D,0,1,A,2.1,3.25,3.0,2.12,3.3,3.2,2.2,2.9,3.0,2.1,3.2,3.0,2.1,3.2,3.1,2.1,3.2,3.0
1,2,A,0,0,D,2.2,3.25,2.8,2.12,3.3,3.2,2.0,3.1,3.2,2.1,3.2,3.0,2.25,3.2,2.8,2.2,3.2,2.8
2,3,A,0,1,A,2.2,3.25,2.8,2.25,3.25,3.0,2.4,2.8,2.8,2.2,3.2,2.8,2.2,3.2,2.9,2.25,3.0,2.87
3,1,H,1,0,H,1.364,4.0,7.5,1.35,4.3,9.0,1.37,3.8,7.0,1.36,3.75,8.0,1.33,4.0,9.0,1.4,3.75,7.0
4,0,H,2,0,H,1.833,3.25,3.75,1.77,3.4,4.5,1.75,3.2,4.0,1.8,3.25,3.75,1.8,3.25,4.0,1.83,3.3,3.6
1,2,A,0,1,A,2.6,3.2,2.4,2.55,3.3,2.55,2.7,3.0,2.3,2.5,3.25,2.4,2.5,3.2,2.5,2.5,3.3,2.37
0,0,D,0,0,D,1.364,4.0,7.5,1.4,4.0,7.5,1.4,3.9,6.0,1.36,3.75,8.0,1.33,4.0,9.0,1.36,4.0,7.0
3,0,H,2,0,H,2.1,3.25,3.0,2.05,3.2,3.5,2.1,3.0,3.1,2.0,3.2,3.2,2.0,3.25,3.25,2.1,3.2,3.0
4,2,H,1,1,D,1.44,3.75,6.5,1.5,3.8,6.3,1.45,3.8,5.4,1.5,3.4,6.0,1.44,3.75,6.5,1.44,3.6,6.5
0,1,A,0,1,A,2.75,3.25,2.25,3.05,3.2,2.25,2.9,3.0,2.2,2.75,3.2,2.25,2.8,3.2,2.25,3.0,3.2,2.1
3,1,H,1,1,D,2.4,3.2,2.6,2.55,3.3,2.55,2.3,3.0,2.7,2.4,3.25,2.5,2.5,3.2,2.5,2.37,3.1,2.62
3,0,H,3,0,H,1.9,3.25,3.5,1.85,3.3,4.0,1.75,3.2,4.0,1.91,3.2,3.5,1.85,3.25,3.75,1.83,3.2,3.75
3,0,H,2,0,H,2.2,3.25,2.8,2.2,3.25,3.1,2.1,2.9,3.2,2.2,3.2,2.8,2.2,3.2,2.88,2.1,3.1,3.1
0,2,A,0,1,A,1.9,3.25,3.5,1.95,3.25,3.8,2.0,3.0,3.3,1.91,3.0,3.75,1.91,3.2,3.6,1.9,3.1,3.6
1,0,H,0,0,D,1.4,3.75,7.5,1.4,4.2,7.5,1.5,3.7,5.0,1.44,3.5,7.0,1.44,3.75,6.5,1.36,3.75,8.0
0,0,D,0,0,D,2.6,3.2,2.4,2.85,3.15,2.4,2.7,3.0,2.3,2.75,3.0,2.38,2.75,3.0,2.4,2.75,3.1,2.3
4,1,H,3,0,H,1.53,3.4,6.0,1.45,3.9,7.2,1.37,3.9,6.5,1.44,3.6,6.5,1.44,3.6,6.5,1.5,3.75,5.5
1,2,A,1,1,D,6.0,3.75,1.44,8.25,4.4,1.35,5.4,3.8,1.45,6.5,3.6,1.44,7.0,3.75,1.4,6.5,3.75,1.44
4,1,H,1,0,H,2.1,3.2,3.0,2.15,3.0,3.4,2.3,2.6,3.1,2.2,2.8,3.2,2.0,2.87,3.6,2.1,3.0,3.25
2,2,D,1,0,H,1.9,3.25,3.4,1.91,3.25,4.0,1.9,3.1,3.5,1.91,3.2,3.5,1.8,3.3,3.75,1.85,3.25,3.75
1,1,D,1,0,H,3.0,3.4,2.0,3.15,3.3,2.15,3.5,3.1,1.9,3.0,3.2,2.1,3.0,3.2,2.1,3.0,3.25,2.1
6,0,H,3,0,H,1.5,3.4,6.0,1.45,3.95,7.0,1.55,3.5,4.8,1.5,3.4,6.0,1.53,3.25,6.0,1.44,3.75,6.5
1,0,H,1,0,H,1.72,3.4,4.0,1.7,3.45,4.75,1.75,3.1,4.2,1.73,3.4,4.0,1.72,3.4,4.0,1.73,3.4,4.2
3,0,H,1,0,H,1.9,3.4,3.25,1.92,3.35,3.75,2.1,3.0,3.1,1.91,3.2,3.5,1.9,3.25,3.4,1.91,3.25,3.5
1,1,D,1,0,H,1.61,3.5,4.5,1.6,3.5,5.8,1.55,3.5,4.8,1.62,3.5,4.5,1.61,3.3,5.0,1.62,3.4,5.0
1,3,A,0,3,A,1.8,3.3,3.75,1.81,3.25,3.8,1.85,3.1,3.6,1.8,3.25,3.75,1.85,3.25,3.75,1.72,3.25,4.2
2,1,H,1,0,H,2.62,3.2,2.3,2.8,3.15,2.2,3.2,3.1,2.0,2.75,3.2,2.25,2.8,3.2,2.25,2.75,3.2,2.25
3,0,H,1,0,H,1.8,3.3,3.75,1.77,3.35,3.75,1.9,3.1,3.5,1.8,3.25,3.75,1.85,3.4,3.6,1.8,3.4,3.6
6,2,H,3,0,H,2.5,3.1,2.5,2.4,3.2,2.5,2.4,3.0,2.6,2.5,3.25,2.4,2.4,3.2,2.6,2.6,3.1,2.4
3,2,H,0,0,D,1.66,3.4,4.33,1.6,3.5,4.75,1.65,3.3,4.4,1.67,3.4,4.33,1.67,3.4,4.5,1.72,3.25,4.2
2,0,H,1,0,H,1.2,5.0,11.0,1.2,5.5,10.0,1.22,4.8,9.5,1.25,4.5,10.0,1.25,5.0,9.0,1.28,4.33,8.5
2,0,H,2,0,H,2.2,3.25,2.75,2.12,3.15,2.95,2.2,3.0,2.9,2.1,3.2,3.0,2.1,3.2,3.1,2.25,3.2,2.75
3,0,H,1,0,H,1.57,3.5,5.0,1.45,3.65,6.0,1.45,3.8,5.4,1.5,3.4,6.0,1.53,3.6,5.5,1.44,3.6,6.5
3,0,H,1,0,H,2.1,3.2,3.0,2.15,3.3,2.72,2.2,3.2,2.7,2.1,3.2,3.0,2.1,3.25,3.0,1.9,3.5,3.2
3,1,H,2,1,H,1.44,3.6,6.5,1.4,3.75,7.0,1.55,3.5,4.8,1.44,3.6,6.5,1.44,3.75,6.5,1.44,3.6,6.5
3,2,H,2,1,H,2.8,3.4,2.1,2.75,3.25,2.2,2.4,3.2,2.4,3.0,3.2,2.1,2.8,3.4,2.15,2.7,3.3,2.2
4,0,H,1,0,H,2.5,3.1,2.5,2.4,3.25,2.5,2.3,3.0,2.7,2.4,3.25,2.5,2.5,3.2,2.5,2.4,3.25,2.5
0,0,D,0,0,D,2.2,3.2,2.8,2.05,2.85,3.5,1.9,2.8,3.8,2.0,3.0,3.4,2.1,3.0,3.25,2.0,2.8,3.75
0,0,D,0,0,D,1.8,2.7,5.0,1.8,2.75,4.85,1.85,2.7,4.4,1.8,2.88,4.5,1.8,3.0,4.33,1.8,2.7,5.0
1,1,D,1,0,H,2.25,3.0,2.87,2.3,3.25,2.6,2.3,3.0,2.7,2.25,3.2,2.75,2.38,3.2,2.62,2.37,2.9,2.8
4,1,H,3,0,H,1.9,3.25,3.4,1.8,3.25,3.75,1.9,3.1,3.5,1.83,3.2,3.75,1.85,3.25,3.75,1.83,3.3,3.6
3,1,H,1,0,H,2.3,3.1,2.7,2.3,3.05,2.75,2.3,3.0,2.7,2.38,3.0,2.75,2.3,3.2,2.7,2.2,3.1,2.87
2,6,A,0,3,A,2.25,3.4,2.6,2.2,3.3,2.7,2.3,3.0,2.7,2.2,3.25,2.75,2.2,3.25,2.8,2.4,3.25,2.5
2,0,H,1,0,H,1.16,5.5,12.0,1.18,5.3,11.0,1.2,5.0,10.0,1.2,5.0,11.0,1.22,5.0,10.0,1.18,5.5,10.5
3,1,H,1,1,D,1.4,3.75,7.0,1.36,4.0,7.5,1.35,4.0,7.0,1.36,4.0,7.0,1.36,4.0,7.5,1.36,4.2,6.5
2,1,H,1,1,D,2.4,3.6,2.3,2.4,3.6,2.3,2.5,3.3,2.3,2.375,3.5,2.375,2.5,3.6,2.3,2.4,3.8,2.25
3,1,H,1,1,D,2.62,3.2,2.3,2.65,3.2,2.3,2.4,2.9,2.7,2.6,3.2,2.375,2.6,3.2,2.4,2.4,3.25,2.5
3,1,H,0,0,D,1.53,3.4,5.5,1.5,3.6,5.5,1.55,3.5,4.8,1.53,3.5,5.5,1.53,3.5,5.5,1.53,3.6,5.0
1,1,D,1,0,H,2.62,3.2,2.3,2.7,3.1,2.3,2.5,3.0,2.5,2.6,3.2,2.375,2.62,3.2,2.38,2.8,2.7,2.5
2,0,H,0,0,D,2.1,3.0,3.2,2.0,3.1,3.3,2.0,3.1,3.2,2.0,3.2,3.2,2.1,3.0,3.25,1.9,3.1,3.6
3,1,H,2,1,H,2.7,3.6,2.1,2.55,3.6,2.2,2.6,3.3,2.2,2.5,3.5,2.25,2.6,3.6,2.2,2.5,3.75,2.2
1,1,D,1,1,D,2.1,3.2,3.0,2.05,3.25,3.0,2.0,3.1,3.2,2.0,3.2,3.2,2.05,3.2,3.2,1.9,3.2,3.5
1,0,H,0,0,D,1.9,3.25,3.5,2.1,3.3,3.35,2.2,3.0,2.9,1.909,3.25,3.4,2.0,3.2,3.3,2.0,3.3,3.1
1,2,A,1,1,D,1.57,3.4,5.5,1.6,3.65,5.5,1.65,3.3,4.4,1.571,3.5,5.0,1.62,3.4,5.0,1.61,3.5,4.5
0,0,D,0,0,D,2.1,3.25,3.0,2.05,3.25,3.5,2.1,3.0,3.1,2.1,3.2,3.0,2.1,3.2,3.1,2.0,3.3,3.1
0,2,A,0,1,A,3.25,3.25,2.0,3.65,3.25,2.0,3.6,3.2,1.9,3.75,3.2,1.833,3.3,3.2,2.0,3.1,3.3,2.0
2,2,D,2,0,H,1.83,3.25,3.75,1.85,3.3,4.25,1.75,3.2,4.0,1.833,3.2,3.75,1.8,3.25,4.0,1.8,3.3,3.75
1,3,A,0,1,A,1.72,3.25,4.33,1.9,3.3,4.0,1.85,3.1,3.6,1.8,3.25,3.75,1.85,3.25,3.75,1.8,3.3,3.75
2,1,H,0,1,A,1.5,3.5,6.0,1.6,3.5,6.0,1.55,3.5,4.8,1.533,3.4,5.5,1.5,3.6,6.0,1.44,3.75,6.0
0,0,D,0,0,D,2.25,3.25,2.75,2.35,3.2,2.95,2.3,3.0,2.7,2.25,3.2,2.75,2.38,3.1,2.7,2.2,3.25,2.75
4,2,H,2,0,H,1.4,3.75,7.5,1.41,4.25,7.25,1.5,3.7,5.0,1.4,3.75,7.0,1.4,3.75,7.5,1.44,3.75,6.0
1,1,D,0,1,A,1.4,4.0,9.0,1.43,4.0,7.75,1.4,3.9,6.0,1.36,3.75,8.0,1.4,4.0,7.5,1.36,4.0,7.0
0,4,A,0,0,D,2.8,3.25,2.2,3.2,3.3,2.15,2.9,3.0,2.2,2.75,3.25,2.2,3.0,3.2,2.2,2.9,3.2,2.15
2,1,H,0,1,A,2.6,3.2,2.4,2.65,3.3,2.5,2.5,3.0,2.5,2.6,3.2,2.38,2.6,3.2,2.5,2.5,3.25,2.4
2,3,A,2,3,A,2.5,3.2,2.5,2.45,3.3,2.7,2.3,3.0,2.7,2.4,3.25,2.5,2.6,3.2,2.5,2.4,3.1,2.6
1,1,D,1,1,D,2.8,3.25,2.2,3.25,3.15,2.2,2.9,3.0,2.2,2.8,3.2,2.2,2.88,3.2,2.25,2.62,3.2,2.3
2,1,H,1,1,D,1.53,3.5,5.5,1.51,3.8,6.45,1.5,3.7,5.0,1.5,3.4,6.0,1.53,3.6,6.0,1.5,3.4,6.0
2,2,D,1,0,H,2.37,3.2,2.62,2.45,3.2,2.8,2.2,3.0,2.9,2.38,3.2,2.6,2.4,3.2,2.7,2.3,3.1,2.75
0,1,A,0,0,D,1.61,3.4,5.0,1.65,3.5,5.3,1.65,3.3,4.4,1.62,3.5,4.5,1.62,3.4,5.5,1.61,3.3,5.0
