FTHG,FTAG,FTR,HTHG,HTAG,HR,B365H,B365D,B365A,IWH,IWD,IWA,WHH,WHD,WHA,VCH,VCD,VCA
1.0,4.0,A,1.0,3.0,0.0,1.7,4.0,5.5,1.7,3.6,4.7,1.7,3.5,5.5,1.65,4.1,5.75
0.0,3.0,A,0.0,1.0,0.0,2.88,3.6,2.5,2.65,3.3,2.5,2.75,3.25,2.6,2.8,3.6,2.55
0.0,1.0,A,0.0,1.0,0.0,1.57,4.0,7.0,1.65,3.6,5.1,1.62,3.5,6.5,1.62,4.0,6.5
2.0,2.0,D,2.0,2.0,0.0,1.91,3.6,4.5,1.9,3.45,3.8,1.95,3.1,4.5,1.9,3.6,4.6
1.0,2.0,A,0.0,1.0,0.0,4.33,3.4,2.0,3.8,3.45,1.9,4.0,3.1,2.05,4.33,3.25,2.05
2.0,1.0,H,2.0,1.0,0.0,7.0,4.33,1.53,5.6,3.9,1.55,6.5,4.0,1.53,7.0,4.33,1.53
4.0,1.0,H,2.0,0.0,0.0,1.57,4.2,6.5,1.6,3.7,5.4,1.6,3.75,6.0,1.55,4.4,6.5
0.0,1.0,A,0.0,0.0,0.0,1.57,4.0,7.0,1.65,3.6,5.1,1.6,3.4,7.0,1.55,4.2,7.0
2.0,3.0,A,1.0,1.0,0.0,2.75,3.3,2.8,2.5,3.3,2.65,2.7,3.1,2.7,2.8,3.13,2.88
3.0,3.0,D,0.0,2.0,0.0,2.9,3.6,2.5,2.75,3.3,2.4,2.9,3.2,2.5,3.0,3.6,2.4
5.0,1.0,H,3.0,1.0,0.0,1.7,3.9,5.5,1.75,3.5,4.5,1.73,3.5,5.0,1.7,4.0,5.5
1.0,1.0,D,1.0,1.0,0.0,3.1,3.5,2.4,2.9,3.3,2.3,3.1,3.1,2.4,3.3,3.4,2.38
3.0,1.0,H,2.0,0.0,0.0,1.6,4.33,6.0,1.5,4.0,6.1,1.57,3.8,6.0,1.57,4.4,6.25
2.0,0.0,H,0.0,0.0,0.0,3.2,3.3,2.45,2.75,3.3,2.4,3.1,3.1,2.4,3.2,3.3,2.45
1.0,0.0,H,0.0,0.0,0.0,1.44,4.75,8.0,1.5,4.0,6.1,1.5,4.0,7.0,1.45,4.75,8.0
1.0,1.0,D,1.0,1.0,0.0,6.0,4.2,1.62,6.1,4.0,1.5,5.5,4.0,1.57,5.75,4.33,1.62
0.0,0.0,D,0.0,0.0,0.0,2.6,3.4,2.9,2.6,3.2,2.6,2.5,3.2,2.9,2.55,3.5,2.88
1.0,1.0,D,1.0,0.0,0.0,2.05,3.5,4.0,2.0,3.3,3.6,2.05,3.3,3.75,2.1,3.4,4.0
3.0,1.0,H,1.0,1.0,0.0,1.29,6.0,13.0,1.22,5.5,12.0,1.29,5.0,12.0,1.29,5.75,13.0
0.0,1.0,A,0.0,0.0,0.0,1.36,5.25,9.5,1.35,4.8,7.6,1.36,4.5,9.0,1.36,5.25,10.0
0.0,0.0,D,0.0,0.0,0.0,1.44,4.5,9.0,1.4,4.4,7.3,1.44,3.8,9.0,1.44,4.5,9.0
1.0,1.0,D,0.0,1.0,0.0,1.5,4.5,7.5,1.45,4.0,7.0,1.53,3.6,7.5,1.53,4.2,7.5
2.0,0.0,H,2.0,0.0,0.0,5.25,4.0,1.7,4.7,3.6,1.7,5.5,3.4,1.7,5.4,4.0,1.7
0.0,3.0,A,0.0,2.0,0.0,2.7,3.4,2.75,2.65,3.3,2.5,2.8,3.1,2.62,2.7,3.5,2.75
2.0,0.0,H,1.0,0.0,0.0,2.15,3.5,3.6,2.0,3.3,3.6,2.15,3.1,3.6,2.15,3.5,3.7
1.0,1.0,D,1.0,1.0,0.0,4.75,3.6,1.85,3.8,3.45,1.9,4.5,3.1,1.91,4.8,3.4,1.9
2.0,0.0,H,0.0,0.0,0.0,5.75,4.33,1.62,5.4,3.7,1.6,5.5,3.75,1.62,6.0,4.2,1.62
1.0,1.0,D,0.0,0.0,0.0,2.1,3.6,3.75,2.0,3.3,3.6,2.0,3.3,3.75,2.05,3.6,3.8
2.0,1.0,H,1.0,1.0,0.0,3.4,3.4,2.3,3.0,3.2,2.3,3.2,3.2,2.3,3.5,3.3,2.3
1.0,0.0,H,1.0,0.0,0.0,2.6,3.3,3.0,2.5,3.2,2.75,2.5,3.1,3.0,2.55,3.3,3.0
2.0,1.0,H,1.0,0.0,0.0,1.3,6.0,11.0,1.3,5.0,9.0,1.33,4.8,10.0,1.3,6.0,11.5
1.0,1.0,D,0.0,1.0,0.0,2.9,3.5,2.55,2.65,3.3,2.5,2.9,3.2,2.5,2.9,3.5,2.55
0.0,1.0,A,0.0,1.0,0.0,2.9,3.3,2.63,2.6,3.2,2.6,2.75,3.0,2.75,2.88,3.3,2.7
0.0,0.0,D,0.0,0.0,0.0,2.63,3.3,2.9,2.5,3.3,2.65,2.62,3.1,2.8,2.6,3.25,3.0
0.0,2.0,A,0.0,2.0,0.0,6.5,4.2,1.57,5.5,4.0,1.55,6.5,3.75,1.57,7.0,4.2,1.55
2.0,2.0,D,1.0,1.0,0.0,1.4,4.75,10.0,1.4,4.4,7.3,1.4,4.33,9.0,1.44,4.6,9.5
1.0,2.0,A,1.0,0.0,0.0,1.36,5.5,9.0,1.4,4.4,7.3,1.4,4.33,9.0,1.36,5.4,9.5
2.0,1.0,H,1.0,0.0,0.0,3.2,3.5,2.35,3.0,3.2,2.3,3.2,3.2,2.3,3.13,3.5,2.4
3.0,1.0,H,2.0,0.0,0.0,1.33,5.25,12.0,1.33,4.8,8.3,1.3,5.0,11.0,1.3,5.75,12.0
2.0,3.0,A,1.0,1.0,0.0,2.1,3.75,3.6,2.1,3.3,3.3,2.1,3.3,3.5,2.1,3.7,3.6
1.0,2.0,A,0.0,1.0,0.0,1.45,4.5,8.5,1.5,4.0,6.1,1.44,4.2,8.0,1.45,4.6,8.5
1.0,1.0,D,1.0,0.0,0.0,2.05,3.5,4.0,2.0,3.3,3.6,2.0,3.2,4.0,2.0,3.5,4.1
0.0,2.0,A,0.0,2.0,0.0,2.7,3.4,2.8,2.6,3.2,2.6,2.7,3.1,2.7,2.63,3.4,2.88
1.0,2.0,A,0.0,1.0,0.0,2.5,3.2,3.2,2.4,3.2,2.85,2.4,3.1,3.1,2.5,3.25,3.2
1.0,2.0,A,0.0,0.0,2.0,2.55,3.3,3.0,2.5,3.2,2.75,2.6,3.1,2.8,2.55,3.25,3.1
0.0,0.0,D,0.0,0.0,0.0,2.1,3.4,3.9,2.1,3.3,3.3,2.15,3.25,3.5,2.15,3.3,3.9
3.0,0.0,H,2.0,0.0,0.0,4.2,3.6,1.95,3.6,3.3,2.0,4.0,3.2,2.0,4.33,3.4,2.0
2.0,1.0,H,2.0,0.0,0.0,2.45,3.5,3.0,2.5,3.3,2.65,2.4,3.1,3.1,2.38,3.7,3.0
1.0,1.0,D,0.0,1.0,0.0,2.63,3.25,2.75,2.65,3.3,2.5,2.7,3.1,2.7,2.7,3.2,2.9
0.0,0.0,D,0.0,0.0,0.0,2.4,3.3,3.0,2.4,3.3,2.75,2.5,3.2,2.9,2.45,3.4,3.1
2.0,2.0,D,1.0,1.0,0.0,1.44,4.5,7.5,1.4,4.4,7.3,1.44,4.2,8.0,1.5,4.5,7.5
1.0,0.0,H,0.0,0.0,0.0,1.91,3.8,3.8,1.9,3.45,3.8,1.95,3.5,3.8,1.95,3.8,4.0
4.0,1.0,H,3.0,0.0,0.0,1.2,7.0,13.0,1.2,5.8,13.0,1.22,6.0,13.0,1.22,7.0,15.0
0.0,1.0,A,0.0,0.0,0.0,3.2,3.5,2.2,2.9,3.3,2.3,3.25,3.3,2.25,3.3,3.5,2.3
4.0,0.0,H,1.0,0.0,0.0,3.6,3.5,2.05,3.3,3.3,2.1,3.6,3.3,2.1,3.6,3.5,2.15
2.0,0.0,H,2.0,0.0,0.0,3.25,3.2,2.3,2.75,3.3,2.4,3.1,3.1,2.4,3.4,3.2,2.4
1.0,0.0,H,1.0,0.0,0.0,1.91,3.4,4.5,2.0,3.3,3.6,2.05,3.1,4.0,2.0,3.3,4.5
3.0,0.0,H,2.0,0.0,0.0,1.4,4.75,8.0,1.45,4.0,7.0,1.44,4.2,8.0,1.44,4.8,8.5
2.0,0.0,H,1.0,0.0,0.0,1.44,4.75,8.0,1.42,4.3,7.0,1.36,4.8,8.5,1.44,4.8,8.0
0.0,0.0,D,0.0,0.0,0.0,2.1,3.4,4.0,2.0,3.3,3.6,1.91,3.5,4.0,2.1,3.3,4.0
3.0,4.0,A,1.0,2.0,0.0,1.95,3.6,4.2,1.9,3.45,3.8,1.95,3.5,3.8,1.95,3.6,4.33
0.0,0.0,D,0.0,0.0,0.0,2.6,3.3,3.0,2.6,3.2,2.6,2.62,3.1,3.0,2.6,3.25,3.0
2.0,0.0,H,1.0,0.0,0.0,2.05,3.6,3.8,2.0,3.3,3.6,2.05,3.4,3.6,2.05,3.5,4.0
1.0,2.0,A,1.0,1.0,1.0,3.75,3.5,2.1,3.3,3.3,2.1,3.5,3.25,2.15,3.9,3.4,2.1
1.0,0.0,H,0.0,0.0,0.0,2.2,3.25,3.75,2.1,3.3,3.3,2.25,3.2,3.3,2.2,3.3,3.8
2.0,1.0,H,0.0,1.0,0.0,3.6,3.4,2.2,2.9,3.3,2.3,3.4,3.2,2.2,3.6,3.3,2.25
0.0,0.0,D,0.0,0.0,0.0,4.33,4.0,1.85,3.8,3.45,1.9,3.75,3.75,1.91,4.4,4.1,1.8
0.0,1.0,A,0.0,0.0,0.0,5.5,3.9,1.7,4.5,3.5,1.75,4.75,3.6,1.75,5.5,3.75,1.73
1.0,0.0,H,0.0,0.0,0.0,1.29,6.5,11.0,1.3,5.0,9.0,1.3,5.0,11.0,1.29,6.0,12.0
0.0,0.0,D,0.0,0.0,0.0,1.91,3.75,4.33,1.9,3.45,3.8,1.95,3.4,4.0,1.93,3.75,4.2
2.0,1.0,H,0.0,0.0,0.0,1.55,4.2,7.0,1.5,4.0,6.1,1.57,3.6,7.0,1.55,4.1,7.5
1.0,0.0,H,0.0,0.0,0.0,3.2,3.4,2.4,2.9,3.3,2.3,3.1,3.2,2.38,3.25,3.4,2.38
3.0,1.0,H,1.0,0.0,0.0,2.5,3.25,3.2,2.3,3.3,2.9,2.4,3.1,3.1,2.5,3.2,3.2
1.0,2.0,A,0.0,0.0,0.0,5.0,4.0,1.75,4.7,3.6,1.7,5.0,3.6,1.73,5.2,4.1,1.7
2.0,1.0,H,0.0,0.0,0.0,2.8,3.2,2.8,2.55,3.1,2.75,2.8,3.1,2.62,2.8,3.1,2.88
2.0,0.0,H,1.0,0.0,0.0,4.0,3.5,2.05,3.3,3.3,2.1,3.8,3.4,2.0,4.1,3.4,2.05
0.0,3.0,A,0.0,1.0,0.0,3.8,3.5,2.1,3.1,3.3,2.2,3.75,3.2,2.1,3.8,3.5,2.1
1.0,1.0,D,1.0,1.0,0.0,2.8,3.5,2.63,2.6,3.2,2.6,2.7,3.1,2.7,2.75,3.6,2.6
1.0,0.0,H,0.0,0.0,0.0,3.2,3.25,2.45,2.6,3.2,2.6,3.1,3.0,2.5,3.25,3.13,2.5
1.0,3.0,A,1.0,0.0,0.0,2.0,3.6,4.0,2.1,3.3,3.3,2.0,3.4,3.8,1.95,3.75,4.1
3.0,3.0,D,1.0,2.0,0.0,5.0,3.7,1.8,4.2,3.5,1.8,5.0,3.3,1.8,5.0,3.7,1.8
2.0,2.0,D,1.0,1.0,0.0,1.44,4.5,9.0,1.4,4.4,7.3,1.44,4.2,8.0,1.44,4.5,9.0
3.0,3.0,D,2.0,2.0,0.0,2.88,3.4,2.6,2.75,3.3,2.4,2.9,3.2,2.5,2.88,3.5,2.55
0.0,0.0,D,0.0,0.0,0.0,1.53,4.75,6.0,1.45,4.0,7.0,1.53,4.0,6.5,1.53,4.6,6.25
2.0,0.0,H,1.0,0.0,0.0,1.95,3.5,4.33,2.0,3.3,3.6,2.0,3.2,4.0,2.0,3.5,4.2
3.0,1.0,H,0.0,0.0,0.0,2.05,3.3,4.2,2.0,3.3,3.6,2.05,3.1,4.0,2.0,3.4,4.2
2.0,4.0,A,2.0,1.0,1.0,1.8,3.6,5.25,1.75,3.5,4.5,1.8,3.4,4.8,1.8,3.6,5.2
0.0,1.0,A,0.0,0.0,0.0,1.75,3.8,5.25,1.75,3.5,4.5,1.8,3.5,4.5,1.75,3.9,5.0
1.0,1.0,D,0.0,1.0,0.0,3.6,3.4,2.2,2.9,3.3,2.3,3.4,3.1,2.25,3.7,3.3,2.2
3.0,0.0,H,1.0,0.0,0.0,1.91,3.6,4.5,1.9,3.45,3.8,1.95,3.1,4.33,1.87,3.6,4.75
3.0,3.0,D,0.0,0.0,0.0,1.83,3.75,4.75,1.75,3.5,4.5,1.75,3.5,4.8,1.8,3.9,4.75
4.0,0.0,H,2.0,0.0,0.0,1.4,5.25,8.5,1.4,4.4,7.3,1.4,4.2,9.0,1.33,5.25,10.0
2.0,1.0,H,2.0,0.0,0.0,2.5,3.4,3.0,2.6,3.2,2.6,2.62,3.1,2.75,2.55,3.4,3.0
3.0,0.0,H,2.0,0.0,0.0,1.73,3.75,5.5,1.8,3.5,4.2,1.75,3.25,5.5,1.73,3.6,6.0
4.0,1.0,H,1.0,1.0,0.0,1.36,5.25,9.5,1.37,4.6,7.5,1.4,4.0,10.0,1.36,5.4,10.0
0.0,1.0,A,0.0,0.0,0.0,2.3,3.25,3.5,2.5,3.2,2.75,2.4,3.1,3.1,2.38,3.3,3.2
0.0,0.0,D,0.0,0.0,0.0,4.33,3.6,1.95,3.8,3.45,1.9,4.33,3.1,1.95,4.3,3.6,1.95
1.0,0.0,H,1.0,0.0,0.0,2.38,3.25,3.4,2.3,3.3,2.9,2.5,3.1,2.9,2.4,3.2,3.4
1.0,3.0,A,1.0,0.0,0.0,3.6,3.5,2.15,3.2,3.2,2.2,3.3,3.3,2.2,3.6,3.4,2.2
3.0,0.0,H,1.0,0.0,0.0,2.1,3.5,3.8,2.0,3.3,3.6,2.05,3.25,3.8,2.1,3.4,4.0
0.0,1.0,A,0.0,0.0,0.0,1.91,3.5,4.75,1.8,3.5,4.2,1.91,3.2,4.5,1.9,3.4,4.8
4.0,5.0,A,2.0,1.0,0.0,4.33,3.5,1.95,3.6,3.3,2.0,4.33,3.25,1.91,4.2,3.5,2.0
1.0,1.0,D,1.0,1.0,0.0,3.0,3.4,2.5,2.65,3.3,2.5,3.0,3.0,2.5,3.0,3.3,2.55
2.0,1.0,H,0.0,0.0,0.0,2.05,3.5,4.0,2.0,3.3,3.6,2.1,3.2,3.75,2.1,3.5,3.8
0.0,0.0,D,0.0,0.0,0.0,2.1,3.3,4.0,2.15,3.25,3.25,2.1,3.0,4.0,2.2,3.1,4.0
2.0,2.0,D,1.0,1.0,0.0,5.0,4.0,1.73,4.7,3.6,1.7,5.0,3.6,1.73,5.4,3.8,1.73
0.0,1.0,A,0.0,1.0,1.0,2.1,3.5,3.9,2.2,3.25,3.3,2.1,3.2,3.75,2.05,3.5,4.0
1.0,2.0,A,1.0,2.0,0.0,1.73,3.8,5.5,1.7,3.6,4.7,1.67,3.6,5.5,1.7,3.9,5.5
0.0,0.0,D,0.0,0.0,0.0,1.75,3.75,5.25,1.75,3.5,4.5,1.8,3.2,5.0,1.75,3.75,5.2
1.0,2.0,A,1.0,1.0,0.0,2.45,3.3,3.2,2.3,3.2,3.0,2.5,3.1,3.0,2.45,3.25,3.25
2.0,0.0,H,0.0,0.0,0.0,2.63,3.4,2.88,2.6,3.2,2.6,2.62,3.1,2.8,2.63,3.3,2.9
3.0,0.0,H,2.0,0.0,0.0,1.7,3.75,5.75,1.75,3.5,4.5,1.67,3.5,6.0,1.7,3.6,6.25
0.0,3.0,A,0.0,2.0,0.0,4.5,3.75,1.85,3.8,3.45,1.9,4.5,3.4,1.83,4.75,3.75,1.83
0.0,1.0,A,0.0,1.0,0.0,8.0,4.75,1.45,6.1,4.0,1.5,7.0,4.0,1.5,8.0,4.75,1.45
1.0,1.0,D,0.0,0.0,0.0,2.63,3.1,3.1,2.5,3.05,2.85,2.62,3.0,2.9,2.7,3.0,3.1
2.0,0.0,H,0.0,0.0,0.0,1.91,3.5,4.75,1.9,3.45,3.8,1.91,3.2,4.33,1.9,3.5,4.75
3.0,0.0,H,1.0,0.0,0.0,1.65,4.2,5.5,1.65,3.7,4.9,1.67,3.8,5.0,1.65,4.2,5.5
0.0,0.0,D,0.0,0.0,0.0,4.33,3.5,1.95,3.6,3.3,2.0,4.0,3.25,2.0,4.4,3.4,2.0
2.0,0.0,H,1.0,0.0,0.0,2.45,3.2,3.3,2.4,3.2,2.85,2.4,3.1,3.1,2.45,3.25,3.25
2.0,2.0,D,0.0,0.0,0.0,1.44,4.75,8.5,1.4,4.4,7.3,1.44,4.2,8.0,1.44,4.6,8.5
1.0,3.0,A,0.0,1.0,0.0,1.62,4.2,6.0,1.6,4.0,5.0,1.62,3.6,6.0,1.62,4.2,6.0
1.0,0.0,H,1.0,0.0,0.0,2.15,3.4,3.8,2.1,3.3,3.3,2.2,3.3,3.3,2.15,3.3,3.9
1.0,0.0,H,1.0,0.0,1.0,1.73,3.8,5.5,1.7,3.6,4.7,1.75,3.5,5.0,1.75,3.7,5.5
0.0,3.0,A,0.0,3.0,0.0,2.7,3.4,2.8,2.55,3.3,2.6,2.62,3.1,2.8,2.6,3.4,2.9
1.0,1.0,D,1.0,0.0,0.0,2.25,3.3,3.6,2.1,3.3,3.3,2.25,3.1,3.4,2.2,3.25,3.7
1.0,0.0,H,0.0,0.0,0.0,1.5,4.33,8.0,1.5,4.0,6.1,1.5,4.0,7.0,1.5,4.33,8.0
0.0,2.0,A,0.0,2.0,0.0,3.8,3.5,2.1,3.6,3.3,2.0,4.0,3.2,2.0,4.0,3.5,2.05
1.0,1.0,D,0.0,0.0,0.0,2.15,3.3,3.9,2.2,3.3,3.1,2.1,3.1,3.8,2.15,3.25,4.0
1.0,3.0,A,0.0,1.0,0.0,2.05,3.4,4.1,2.1,3.3,3.3,2.05,3.1,4.0,2.05,3.4,4.1
5.0,1.0,H,3.0,0.0,1.0,1.44,4.75,8.0,1.5,4.0,6.1,1.44,4.2,8.0,1.44,4.8,8.0
1.0,2.0,A,1.0,1.0,0.0,2.25,3.3,3.6,2.2,3.3,3.1,2.3,3.1,3.3,2.25,3.2,3.75
0.0,1.0,A,0.0,1.0,0.0,1.53,4.2,7.5,1.6,3.7,5.4,1.53,3.75,7.0,1.53,4.2,7.5
2.0,2.0,D,0.0,0.0,0.0,2.38,3.4,3.25,2.6,3.2,2.6,2.5,3.2,2.9,2.45,3.4,3.13
2.0,1.0,H,1.0,1.0,0.0,5.25,3.75,1.75,4.5,3.5,1.75,5.0,3.3,1.8,5.5,3.7,1.75
0.0,1.0,A,0.0,0.0,0.0,3.2,3.25,2.5,2.6,3.2,2.6,3.0,3.1,2.5,3.25,3.2,2.45
2.0,1.0,H,0.0,1.0,0.0,1.75,4.0,5.0,1.8,3.5,4.2,1.75,3.8,4.5,1.75,4.1,4.75
0.0,6.0,A,0.0,2.0,0.0,4.75,3.6,1.85,3.6,3.3,2.0,4.5,3.4,1.85,5.0,3.6,1.83
1.0,2.0,A,0.0,0.0,0.0,2.1,3.75,3.6,1.9,3.45,3.8,2.1,3.3,3.6,2.05,3.6,3.9
1.0,0.0,H,0.0,0.0,0.0,1.5,4.33,6.0,1.5,4.0,6.1,1.5,4.2,6.5,1.55,4.4,6.5
1.0,2.0,A,1.0,0.0,0.0,2.8,3.25,2.5,2.85,3.2,2.5,2.75,3.2,2.62,2.9,3.3,2.63
2.0,1.0,H,0.0,0.0,0.0,1.62,3.75,5.5,1.65,3.6,5.1,1.67,3.4,6.0,1.7,3.75,6.0
0.0,0.0,D,0.0,0.0,0.0,2.38,3.25,3.0,2.2,3.2,3.2,2.38,3.25,3.0,2.45,3.3,3.2
3.0,2.0,H,3.0,0.0,0.0,2.6,3.1,2.8,2.5,3.2,2.75,2.6,3.0,2.9,2.8,3.1,2.88
1.0,0.0,H,1.0,0.0,0.0,1.8,3.5,4.5,1.85,3.45,4.0,1.83,3.6,4.2,1.83,3.7,4.75
2.0,1.0,H,0.0,1.0,0.0,1.4,4.2,9.0,1.45,4.0,7.0,1.44,4.2,7.5,1.45,4.5,8.0
3.0,2.0,H,2.0,1.0,0.0,3.0,3.25,2.38,2.7,3.1,2.6,3.3,3.2,2.25,3.4,3.25,2.38
1.0,3.0,A,0.0,2.0,0.0,4.5,3.6,1.91,3.8,3.45,1.9,4.5,3.4,1.85,4.6,3.6,1.9
2.0,0.0,H,1.0,0.0,0.0,2.9,3.25,2.7,2.75,3.2,2.5,2.88,3.1,2.62,2.9,3.2,2.7
2.0,2.0,D,2.0,1.0,0.0,1.73,3.8,5.5,1.7,3.6,4.7,1.7,3.5,5.5,1.7,3.75,6.0
1.0,2.0,A,0.0,2.0,0.0,5.25,4.0,1.7,5.1,3.6,1.65,5.5,3.6,1.67,5.4,4.0,1.7
2.0,2.0,D,1.0,0.0,0.0,2.5,3.3,3.1,2.5,3.3,2.65,2.5,3.1,3.0,2.5,3.3,3.13
1.0,2.0,A,1.0,1.0,0.0,1.36,5.25,10.0,1.35,4.8,7.6,1.36,4.8,8.5,1.36,5.2,10.0
3.0,0.0,H,2.0,0.0,0.0,2.63,3.4,2.88,2.6,3.2,2.6,2.62,3.2,2.8,2.7,3.4,2.8
1.0,0.0,H,0.0,0.0,0.0,1.67,3.8,6.0,1.65,3.6,5.1,1.67,3.4,6.0,1.67,3.9,6.0
1.0,0.0,H,0.0,0.0,0.0,2.0,3.5,4.2,1.9,3.45,3.8,1.95,3.4,4.0,2.0,3.5,4.2
1.0,0.0,H,1.0,0.0,0.0,4.0,3.6,2.0,3.6,3.3,2.0,4.0,3.2,2.0,4.0,3.5,2.05
1.0,1.0,D,1.0,0.0,0.0,1.5,4.5,7.5,1.5,4.0,6.1,1.53,3.75,7.0,1.53,4.3,7.0
2.0,3.0,A,1.0,0.0,1.0,1.73,4.0,5.0,1.8,3.5,4.2,1.75,3.5,5.0,1.7,4.1,5.2
4.0,0.0,H,0.0,0.0,0.0,1.22,7.0,15.0,1.2,5.8,13.0,1.22,5.5,17.0,1.22,7.0,15.0
1.0,3.0,A,0.0,1.0,0.0,2.63,3.4,2.88,2.6,3.1,2.7,2.62,3.1,2.8,2.7,3.4,2.75
1.0,1.0,D,0.0,0.0,1.0,1.6,4.0,6.5,1.6,3.7,5.4,1.62,3.6,6.0,1.6,4.1,6.5
1.0,0.0,H,0.0,0.0,0.0,2.05,3.5,4.0,1.9,3.45,3.8,2.05,3.1,4.0,2.0,3.5,4.2
2.0,2.0,D,0.0,1.0,0.0,2.38,3.4,3.25,2.5,3.2,2.75,2.4,3.1,3.1,2.38,3.6,3.1
0.0,1.0,A,0.0,0.0,0.0,3.0,3.4,2.55,3.0,3.2,2.3,2.8,3.1,2.62,3.0,3.3,2.55
1.0,2.0,A,0.0,0.0,0.0,3.8,3.5,2.1,3.3,3.3,2.1,3.75,3.1,2.15,3.75,3.4,2.15
1.0,0.0,H,0.0,0.0,0.0,4.33,3.4,2.0,3.8,3.45,1.9,4.0,3.2,2.0,4.33,3.3,2.05
3.0,2.0,H,1.0,1.0,0.0,1.95,3.5,4.33,2.0,3.3,3.6,2.0,3.2,4.0,1.95,3.4,4.5
0.0,0.0,D,0.0,0.0,0.0,6.0,4.2,1.6,5.4,3.7,1.6,6.0,3.6,1.62,6.25,4.2,1.6
1.0,2.0,A,0.0,2.0,0.0,2.7,3.2,2.9,2.65,3.1,2.65,2.7,3.1,2.7,2.75,3.2,2.88
0.0,2.0,A,0.0,1.0,0.0,7.5,4.5,1.5,6.1,4.0,1.5,7.0,4.0,1.5,7.0,4.4,1.5
1.0,0.0,H,1.0,0.0,0.0,1.57,4.33,6.25,1.65,3.6,5.1,1.62,3.6,6.0,1.62,4.2,6.0
2.0,2.0,D,1.0,1.0,0.0,1.75,3.8,5.25,1.7,3.7,4.5,1.73,3.6,5.0,1.73,3.9,5.2
0.0,1.0,A,0.0,1.0,0.0,3.0,3.4,2.5,3.0,3.2,2.3,3.0,3.1,2.5,3.0,3.3,2.55
0.0,2.0,A,0.0,2.0,0.0,2.7,3.5,2.7,2.6,3.2,2.6,2.5,3.6,2.6,2.7,3.6,2.7
1.0,0.0,H,0.0,0.0,0.0,1.67,3.8,6.0,1.55,4.0,5.5,1.67,3.4,6.0,1.7,3.8,5.75
1.0,2.0,A,0.0,1.0,0.0,2.4,3.25,3.3,2.4,3.2,2.85,2.5,3.0,3.1,2.45,3.2,3.3
0.0,1.0,A,0.0,0.0,0.0,2.25,3.3,3.6,2.1,3.3,3.3,2.25,3.2,3.3,2.25,3.2,3.7
0.0,1.0,A,0.0,1.0,0.0,1.83,3.75,4.75,1.8,3.5,4.2,1.85,3.4,4.5,1.85,3.75,4.6
1.0,1.0,D,0.0,1.0,0.0,2.1,3.5,3.8,2.1,3.3,3.3,2.2,3.1,3.5,2.1,3.5,3.8
3.0,2.0,H,0.0,2.0,0.0,2.63,3.4,2.88,2.6,3.2,2.6,2.75,3.0,2.75,2.7,3.25,2.9
3.0,0.0,H,2.0,0.0,0.0,1.53,4.33,7.0,1.5,4.0,6.1,1.57,3.75,6.5,1.53,4.4,7.0
4.0,0.0,H,2.0,0.0,0.0,1.36,5.25,10.0,1.33,4.8,8.3,1.36,4.8,8.5,1.36,5.4,9.5
0.0,4.0,A,0.0,2.0,1.0,6.5,4.33,1.57,6.1,4.0,1.5,6.5,3.75,1.57,6.5,4.0,1.6
0.0,4.0,A,0.0,3.0,0.0,3.75,3.6,2.1,3.6,3.3,2.0,3.75,3.3,2.05,3.7,3.6,2.1
1.0,1.0,D,0.0,0.0,0.0,2.5,3.4,3.0,2.4,3.3,2.75,2.6,3.0,2.9,2.5,3.4,3.0
3.0,2.0,H,1.0,0.0,0.0,2.2,3.4,3.6,2.2,3.2,3.2,2.25,3.25,3.2,2.25,3.3,3.6
2.0,2.0,D,1.0,0.0,0.0,2.2,3.4,3.6,2.2,3.2,3.2,2.2,3.3,3.3,2.25,3.2,3.75
0.0,0.0,D,0.0,0.0,0.0,2.1,3.3,4.0,2.1,3.3,3.3,2.05,3.1,4.0,2.1,3.25,4.1
2.0,2.0,D,2.0,1.0,1.0,1.95,3.6,4.2,2.0,3.3,3.6,2.0,3.2,4.0,1.95,3.6,4.3
1.0,0.0,H,1.0,0.0,0.0,2.25,3.4,3.5,2.2,3.3,3.1,2.3,3.2,3.2,2.3,3.3,3.5
1.0,0.0,H,0.0,0.0,0.0,2.1,3.5,3.75,1.9,3.45,3.8,2.1,3.1,3.8,2.1,3.4,3.9
1.0,2.0,A,0.0,1.0,0.0,3.4,3.2,2.2,3.3,3.3,2.1,3.5,3.25,2.15,3.5,3.4,2.2
1.0,0.0,H,0.0,0.0,0.0,2.05,3.4,3.6,2.05,3.3,3.5,2.0,3.4,3.8,2.1,3.4,3.9
2.0,1.0,H,1.0,1.0,0.0,1.33,5.0,9.0,1.37,4.6,7.5,1.33,4.8,10.0,1.33,5.2,10.5
3.0,1.0,H,2.0,0.0,0.0,1.53,4.0,6.0,1.6,3.9,5.0,1.57,3.75,6.5,1.57,4.1,7.0
1.0,0.0,H,1.0,0.0,0.0,3.75,3.4,2.0,3.5,3.3,2.05,3.8,3.3,2.0,4.0,3.4,2.1
1.0,1.0,D,1.0,1.0,0.0,3.4,3.3,2.15,2.95,3.1,2.4,3.5,3.25,2.15,3.5,3.4,2.25
3.0,3.0,D,2.0,2.0,0.0,3.6,3.5,2.0,3.6,3.3,2.0,3.5,3.6,2.0,3.9,3.75,2.0
