FTHG,FTAG,B365H,B365D,B365A
4,1,1.22,7.5,13
1,0,2.25,3.39,3.5
1,2,1.95,3.29,4.75
0,1,7.5,4.5,1.5
2,1,2.29,3.25,3.5
0,3,4.5,4,1.72
2,1,2.5,3.1,3.29
1,1,1.85,3.75,4.5
2,0,1.22,7,15
0,0,1.75,3.75,5.25
4,1,2.6,3.25,3
2,0,1.19,7.5,17
1,0,2.14,3.29,3.89
2,1,4.2,3.79,1.9
1,0,1.61,4.2,6
2,3,7,4,1.57
2,1,1.3,5.75,12
2,0,2.2,3.2,3.89
0,0,2.54,3.1,3.2
2,1,2.75,3.39,2.75
3,0,2.79,3.2,2.79
1,4,3,3.25,2.6
0,3,2.29,3.2,3.6
3,0,1.44,5,7.5
1,4,6.5,4.5,1.55
0,2,15,6.5,1.25
2,1,1.83,3.6,5
0,2,3,3.1,2.7
5,0,1.19,8,15
1,2,2.5,3.29,3.1
0,2,2.7,3.2,2.62
1,2,7,4.33,1.44
1,3,9,5,1.33
2,0,1.25,6,10
1,0,1.75,3.39,5
2,2,2.29,3.29,3.1
1,2,2.5,3,3.1
3,0,2.7,3.25,2.6
3,0,1.28,5.5,10
1,3,2.29,3.29,3.1
2,2,2.5,3.39,3
1,1,1.85,3.5,5
0,0,4.2,3.75,1.9
1,2,1.95,3.6,4.2
2,3,1.89,3.79,4.2
1,2,11,5.5,1.33
1,2,2.39,3.2,3.39
1,1,2.37,3.2,3.39
3,2,1.57,4.5,6
1,1,1.28,6,12
2,1,2.62,3.2,3
3,2,1.9,3.5,4.75
1,0,2.62,3.25,3
3,0,1.25,7,12
2,3,4.5,3.75,1.85
1,1,2.54,3.25,3.1
1,3,2.62,3.6,2.7
0,1,1.18,8,19
2,1,3.29,3.6,2.25
1,1,2,3.6,4
1,1,6.5,4.33,1.55
0,2,5,3.89,1.75
1,2,4,3.39,1.9
0,0,2.25,3.29,3.2
0,0,2.89,3.39,2.54
2,2,7.5,4.5,1.5
4,1,1.55,4.59,6
5,0,1.14,9,23
1,1,2.29,3.29,3.5
1,0,2.29,3.39,3.39
0,0,2.25,3.2,3.7
5,0,2.04,3.6,3.79
0,2,2.62,3.1,3.1
0,0,1.33,5.75,10
0,1,1.85,3.6,4.75
2,1,1.72,4,5
0,1,7,4.33,1.53
2,1,1.44,4.75,8
1,4,10,5.75,1.33
2,0,1.16,8.5,21
1,0,4.75,3.6,1.85
1,0,2.1,3.6,3.7
1,1,2.89,3.29,2.62
0,2,2.25,3.5,3.39
1,2,2.7,3.39,2.79
2,1,2.37,3.39,3.2
1,0,8,4.75,1.44
5,0,1.57,4.2,6.5
1,0,2.25,3.6,3.29
0,0,1.08,13,34
0,1,3.1,3.25,2.54
1,1,1.16,8.5,19
3,1,3.75,3.79,2
3,1,1.12,10,27
1,0,1.18,8.5,17
0,0,4.75,3.79,1.8
1,2,2.14,3.5,3.6
2,0,1.8,3.79,4.75
0,1,6,4.33,1.6
4,0,1.19,8,15
1,0,1.39,5.25,8.5
3,0,6.5,4.2,1.6
0,1,9,5,1.39
1,2,1.9,3.79,4.2
5,4,1.33,6,9
3,1,2.45,3.5,3
2,1,1.57,3.9,7.5
2,0,1.9,3.6,4.5
0,2,2.5,3.4,3
0,3,6.5,4,1.61
1,2,3.9,3.5,2.04
2,0,2.37,3.2,3.4
2,2,2.37,3.3,3.3
0,2,4,3.8,1.95
4,0,1.25,6.5,14
0,0,1.85,3.5,5
0,0,3.25,3.1,2.54
3,2,1.8,4,4.5
2,1,1.9,3.5,4.75
2,0,2.04,3.5,3.9
3,1,1.28,6,12
1,2,2.1,3.6,3.7
3,2,5.5,3.6,1.75
1,3,2.45,3.1,3.4
6,1,1.1,13,26
0,2,7,5,1.44
3,1,1.36,5.5,9
2,2,2.62,3.6,2.75
0,0,2.37,3,3.7
1,0,1.16,8.5,19
1,2,2.45,3.2,3.25
1,1,11,6.5,1.28
4,2,2,3.4,4.33
1,2,5.75,4,1.66
2,1,2.6,3.25,3
0,3,2.62,3.3,2.9
2,2,2.3,3.4,3.4
2,0,1.3,6,11
0,2,2,3.5,4.2
1,1,1.53,4.2,7.5
1,2,7.5,5,1.44
2,1,1.11,11,26
0,1,2.6,3.4,2.87
0,2,6,3.75,1.7
2,3,6.5,4.33,1.57
2,1,5.5,4.2,1.64
4,2,2.45,3.5,3
4,1,1.18,8,19
0,1,3.3,3.1,2.5
3,0,1.12,10,26
1,2,4.2,3.8,1.9
1,2,3,3.6,2.4
1,2,4.33,3.6,1.95
1,3,2,3.75,3.9
1,0,1.75,3.6,5.75
2,2,2.1,3.4,3.9
1,2,5,4,1.75
4,0,3,3.4,2.5
0,5,23,8,1.16
0,0,2.14,3.4,3.75
1,1,2.54,3.5,2.9
3,1,1.61,4,6.5
3,0,1.2,7.5,17
1,1,1.57,4.33,6.5
2,0,1.44,5,7.5
0,0,6,4.5,1.57
2,0,1.44,5.1,7
1,1,2.8,3.6,2.54
3,0,1.75,4.2,4.75
0,2,8.5,4.5,1.44
2,0,1.1,12,34
0,2,2.6,3.3,3
3,1,4.5,3.8,1.85
2,0,1.8,3.6,5.25
1,2,2.62,3,3.2
2,1,2.25,3.5,3.4
1,0,2.7,3.3,2.87
1,1,2.14,3.1,4.2
0,1,3,3.2,2.62
1,2,2.2,3.4,3.6
3,2,1.44,4.5,9
1,0,1.22,7,15
0,4,2.14,3.6,3.5
1,5,5.25,4.33,1.66
0,0,2.54,3.6,2.8
0,3,6,4.1,1.61
0,0,2.04,3.7,3.75
4,2,2.5,3.5,2.95
2,2,1.75,3.8,5.25
0,1,11,5.5,1.33
5,0,1.08,13,34
0,1,2.2,3.25,3.8
0,1,4.1,3.9,1.9
0,2,1.75,3.75,5.25
2,0,1.85,3.6,4.75
3,1,1.53,4.5,6.5
1,0,3.2,3.2,2.5
0,3,2.9,3.75,2.4
1,1,2.1,3.5,3.8
4,1,1.11,11,26
0,0,2.1,3.4,3.9
3,0,1.75,3.75,5.25
0,4,11,5,1.36
2,2,4.75,4.1,1.75
2,1,1.72,3.9,5.25
0,1,4.75,4.1,1.75
1,1,3.9,3.9,1.95
1,2,3.6,3.7,2.1
0,1,3.8,3.4,2.14
3,1,1.61,4,6.5
1,0,2.75,3.25,2.8
4,2,1.75,3.75,5.25
2,3,3.1,3.4,2.45
3,1,1.25,6.75,13
6,1,1.11,11,29
1,0,2.3,3.5,3.3
2,1,2.6,3.1,3.1
0,1,4.5,3.75,1.85
1,1,3.4,3.25,2.35
0,0,1.5,4.33,8
2,1,2.9,3.4,2.6
1,1,2.5,3.3,3.1
1,1,1.66,4.2,5.25
0,0,1.4,5.25,8.5
2,0,1.11,11,26
3,1,1.4,5.25,8.5
1,1,2.9,3.4,2.6
1,0,1.4,5,9
3,2,2.62,3.5,2.8
0,0,1.4,5.25,8
3,1,2.8,3.5,2.6
0,3,6.5,4.33,1.55
0,4,13,6.5,1.25
1,2,3.5,3.75,1.95
0,2,1.5,4.33,8
1,2,2.9,3.2,2.75
2,1,3.8,3.25,2.2
2,0,1.61,3.9,6.5
1,2,2.5,3,3.4
2,0,2.25,3.3,3.6
3,1,1.11,11,26
0,3,2.5,3.3,3.1
2,2,4.33,3.6,1.95
4,2,2.62,3.6,2.75
2,0,1.18,8,17
1,0,1.4,5,9
2,1,1.66,3.8,6
3,1,3,3.1,2.7
1,2,11,6,1.3
3,1,1.66,4,5.75
1,3,14,5.75,1.28
1,1,1.6,4,6.5
1,1,3,3.5,2.45
2,2,2.45,3.5,3
3,1,1.36,5.25,9.5
2,1,5,3.75,1.8
1,0,1.28,6,12
0,4,5.75,4.5,1.6
1,0,2.9,3.2,2.75
1,0,2.9,3.25,2.7
2,0,4,3.8,1.95
0,2,3.8,3.75,2
4,1,1.33,5.75,10
3,2,2.3,3.4,3.4
1,2,2.9,3.2,2.7
2,2,1.8,3.75,5
1,0,2.62,3.2,3
0,2,2.9,3.6,2.5
0,1,2.6,3.1,3.1
3,1,1.22,7.5,13
1,0,1.18,8,19
3,2,1.64,3.9,6
2,0,1.95,3.6,4.33
1,2,7.5,4.5,1.5
3,1,1.57,4.5,6
3,2,4.1,3.9,1.9
0,2,7,4,1.57
3,1,1.25,6.5,15
2,0,1.9,3.7,4.33
1,5,6.5,4.2,1.57
0,1,1.33,5.5,11
1,3,3.1,3.1,2.6
2,3,1.14,10,21
0,0,2,3.6,4
0,2,2.37,3.5,3.1
2,6,3.25,3.5,2.3
1,1,5.25,3.9,1.72
1,5,4.33,3.5,1.95
0,0,1.66,4,5.75
1,1,3.25,3.4,2.37
2,1,9.5,5.25,1.36
4,0,1.16,8.5,19
3,1,1.25,6.5,15
5,0,1.36,5.5,9
1,2,5.25,3.8,1.75
1,2,2.3,3.5,3.3
1,0,3.25,3.4,2.14
1,0,2,3.4,3.75
0,1,1.55,4,6
5,1,1.5,4.5,5.75
1,3,1.33,5,8.5
1,1,1.85,3.6,4
2,0,3.3,3.2,2.25
0,1,4.75,4,1.66
4,1,1.33,4.75,10
1,3,10,5.25,1.3
4,1,1.33,5.75,9.5
0,3,7.5,4.5,1.5
0,1,2,3.5,4.2
3,3,2.6,3.6,2.75
0,0,1.28,6.5,11
1,2,2.14,3.1,4.2
0,2,6,4.2,1.61
2,2,1.95,3.75,4
0,2,2,3.4,4.33
2,1,2.04,3.8,3.6
0,1,11,6,1.3
2,1,2.4,3.3,3.25
0,0,2.25,3.25,3.6
2,1,1.22,7,15
1,2,2.25,3.4,3.5
1,2,1.95,3.5,4.33
1,0,3.5,4,2.05
2,0,1.75,4,4.8
0,1,2.05,3.7,3.75
3,0,1.18,8,17
2,0,3.1,3.6,2.37
2,0,2.37,3.7,3
4,3,1.2,7.5,17
2,1,1.3,5.75,12
3,0,1.95,3.4,4.5
2,1,2.75,3.4,2.7
0,0,1.65,4,5.75
4,3,2.37,3.2,3.4
1,2,5.25,3.8,1.75
0,3,21,8.5,1.16
2,1,1.22,7,15
4,2,2.37,3.3,3.3
0,1,4,3.3,2.1
2,2,1.28,6,12
2,1,19,8,1.18
3,0,2.1,3.5,3.75
4,0,5.25,4.2,1.66
1,1,1.22,7,15
1,1,2.4,3.4,3.2
2,1,1.66,4,5.75
0,0,2.55,3.3,3
1,1,2.55,3.5,2.87
2,0,3.25,3.5,2.3
5,0,1.2,7.5,19
2,0,2.05,3.5,4
1,3,2.37,3.4,3.25
1,0,1.44,4.5,9
0,1,3.6,3.5,2.15
3,1,1.33,6,9
1,1,8,5.25,1.4
0,2,10,6.25,1.3
1,3,2.05,3.3,4.2
1,1,2.1,3.5,3.75
0,3,5.5,4.4,1.61
1,2,5.75,4.4,1.6
3,0,1.22,7.5,14
1,2,1.75,3.9,5
1,0,2.35,3.5,3.2
6,0,1.5,4.75,7
3,1,1.7,3.9,5.5
1,1,1.7,3.75,5.75
1,5,3.1,3.4,2.45
3,1,1.95,3.8,4
1,1,2.87,3.4,2.62
2,1,5.75,3.8,1.7
1,4,2.25,3.4,3.5
2,0,1.83,3.5,5.25
2,0,1.5,4.75,7
0,0,3.1,3.5,2.37
0,3,3.75,3.4,2.15
1,0,5,3.5,1.85
2,1,1.9,3.5,4.6
2,0,2.15,3.3,3.9
5,1,1.44,5,7.5
2,0,2.3,3.5,3.25
1,3,3.25,3.5,2.3
5,0,1.28,6,12
1,0,1.16,9,19
2,0,1.9,3.7,4.33
0,1,13,7.5,1.22
1,0,1.85,3.4,5.25
1,3,2.8,3.3,2.75
3,2,1.45,4.5,8.5
1,1,2.05,3.7,3.75
2,0,2.15,3.5,3.6
2,0,1.5,4.33,8
0,0,6,4.2,1.61
1,2,6.5,4.5,1.53
2,1,2.55,3.3,3
2,0,3.6,3.5,2.15
1,2,1.83,3.6,5
0,2,3.4,3.3,2.35
3,1,1.57,4.5,6
3,1,1.16,9,19
3,2,2.8,3.25,2.8
2,1,4.5,3.8,1.85
2,0,2.4,3.6,3
1,1,1.55,4.2,7
4,2,1.16,8.5,21
2,2,2.05,3.6,3.8
1,2,3.1,3.4,2.45
4,3,1.55,4.2,7
2,0,4,3.8,1.95
1,2,12,7,1.25
0,1,2.55,3.2,3.1
2,0,3.2,3.25,2.45
2,0,1.45,4.4,9
0,2,21,11,1.12
2,0,1.85,3.8,4.5
2,1,1.44,4.75,8
0,2,2.55,3.5,2.9
1,2,9,4.5,1.44
2,1,1.61,4.2,6
2,0,1.36,5.25,9.5
4,1,1.72,4,5
2,1,4,3.6,2
3,0,1.25,6.5,15
2,0,1.06,17,34
2,0,1.45,5,7.5
1,3,9,5,1.4
1,3,2.1,3.6,3.75
1,4,5,4,1.72
0,1,2.6,3.25,3
1,0,3,3.75,2.35
2,0,1.33,5.75,9.5
0,1,1.66,4,5.75
0,5,2.3,3.4,3.4
2,0,1.9,3.6,4.5
2,0,5,4,1.75
2,1,1.4,5.25,8.5
3,1,2.6,3.25,3
4,0,1.22,7,15
1,3,11,6,1.3
2,0,1.66,4.2,5.25
0,1,3.2,3.75,2.25
0,2,2,3.3,4.5
0,1,1.65,4.4,5.25
1,2,4.4,3.9,1.85
1,0,1.3,6,11
3,1,2.55,3.2,3.1
2,2,3.3,3.5,2.3
0,0,1.75,3.5,6
2,3,1.53,4.6,6.5
0,2,17,7.5,1.2
4,0,3.25,3.5,2.3
2,2,1.25,6.25,15
1,0,1.28,6,13
1,1,2.25,3.5,3.4
0,2,7.5,5,1.44
3,1,2.9,3.5,2.55
5,0,1.07,15,41
1,1,2.3,3.2,3.6
0,0,2.62,3.5,2.8
1,0,2.4,3.6,3
3,3,1.9,3.9,4.1
0,1,1.4,5.5,7.5
1,2,2.62,3.3,2.9
0,1,23,9,1.14
3,0,2.75,3.6,2.6
1,1,2.7,3.5,2.7
2,0,1.66,4,5.75
1,0,4,4,1.9
2,3,2.6,3.75,2.7
2,3,9.5,5.25,1.36
3,0,2.3,3.75,3.1
1,0,1.53,4.2,7.5
1,1,1.4,5,9
3,0,1.4,5.25,8
1,1,11,6,1.3
1,0,1.12,8.5,17
1,4,19,8.5,1.16
1,3,3.25,3.8,2.2
5,3,1.9,4.2,3.8
0,4,2.5,3.6,2.9
0,0,2.4,3.75,2.9
2,0,1.3,6,11
0,2,1.28,6.5,11
1,1,1.44,4.75,8.5
2,2,2.2,3.5,3.5
1,4,2.25,3.75,3.2
4,1,1.14,10,19
0,5,12,6.5,1.22
1,1,1.95,3.6,3.6
3,0,2.62,3.2,2.75
0,0,3,3.25,2.37
0,3,1.9,3.4,4
3,1,1.3,5.25,10
0,0,2.2,3.2,3.4
0,1,4.5,3.75,1.72
4,0,2.1,3.3,3.5
2,1,1.3,5.5,10
1,2,2.3,3.4,3.1
1,1,2.55,3.25,2.87
1,0,1.72,3.8,4.75
3,1,2.25,3.3,3.3
1,2,6.5,4.75,1.44
2,2,1.36,5.25,8
1,0,2.55,3.1,2.9
1,1,1.7,3.75,5
1,1,3.3,3.3,2.25
2,0,3.25,3.5,2.15
2,3,4.33,3.75,1.8
0,2,2.4,3.3,3
1,2,1.33,5.25,9
1,2,3.3,3.3,2.25
1,3,2.05,3.5,3.5
3,1,1.5,4.6,6
1,3,15,7.5,1.16
0,1,1.2,6.5,14
1,1,1.85,3.4,4.5
1,1,3.8,3.3,2.05
2,2,1.36,4.75,9
1,0,2.15,3.3,3.5
3,1,1.7,4,4.75
4,0,1.08,10,26
1,1,2.5,3.25,2.87
2,0,1.85,3.9,3.9
0,3,9.5,5.5,1.3
3,2,2.2,3.25,3.5
2,2,2.37,3.6,2.8
3,1,1.14,8.5,17
1,1,2.15,3.3,3.5
1,0,1.95,3.5,4
0,1,2.45,3.2,3
4,0,1.36,5.25,8
2,5,2.9,3.3,2.5
3,2,15,9,1.14
3,1,2.9,3.5,2.4
2,2,3.6,3.6,2
0,0,2.62,3.5,2.6
1,3,2.05,3.6,3.5
2,1,2.87,3.5,2.37
2,0,2,3.8,3.5
0,2,1.61,3.75,6
8,0,1.1,11,21
0,0,2.5,3.2,3
1,1,2.62,3.1,2.87
2,0,3.1,3.6,2.2
3,2,1.4,4.75,8
1,2,3.5,3.75,2
0,1,9,5.25,1.33
2,2,2.3,3.4,3.1
2,2,2.5,3.5,2.75
2,0,1.4,4.75,8
2,0,1.9,3.75,3.75
2,1,1.4,4.75,8
2,0,1.85,3.4,4.5
1,3,10,5.5,1.3
5,0,1.5,4,7.5
1,1,2.37,3.5,2.9
3,0,3.9,3.6,1.9
1,0,2.87,3.3,2.5
2,1,1.44,4.75,7
1,5,2.37,3.6,2.8
0,0,2.05,3.4,3.6
1,2,1.95,3.6,3.8
1,0,1.44,4.75,7
0,2,1.12,9,21
1,4,4,3.8,1.85
1,0,4.5,3.5,1.85
2,0,1.95,3.75,3.75
2,1,2.35,3.4,3
0,0,1.72,4.2,4.2
1,0,1.3,5.5,10
2,1,1.57,4,6
1,1,1.4,5,7.5
1,1,1.8,3.6,4.5
0,2,12,7,1.22
1,1,5.25,3.8,1.65
1,0,3.9,3.75,1.9
0,9,3.1,3.4,2.3
3,0,1.08,11,26
3,2,2.9,3.25,2.5
0,0,2.15,3.6,3.25
1,1,2.1,3.5,3.5
2,4,4.5,4,1.72
1,1,3,3.1,2.55
2,2,1.45,4.75,6.5
2,1,1.5,4.33,6.5
1,3,4.33,4,1.75
1,0,3.25,3.6,2.15
1,1,1.75,3.75,4.75
1,2,9,5,1.33
2,0,1.72,4.2,4.33
2,1,1.07,13,23
3,0,2.25,3.2,3.4
2,3,1.75,3.8,4.5
1,2,5,4.33,1.61
0,2,3.5,3.4,2.1
1,1,2.7,3.4,2.6
0,2,2.7,3.5,2.55
2,0,1.33,5,10
3,0,2.25,3.5,3.1
2,1,2.55,3.25,2.8
1,2,2.9,3.3,2.45
1,1,1.57,4,6
2,0,2,3.75,3.5
3,1,1.6,3.75,6.5
2,1,1.9,3.5,4.2
3,1,2.5,3.6,2.62
2,3,4.2,4.33,1.7
2,2,1.45,4.75,6.5
1,2,2.75,3.3,2.6
0,2,3.75,3.5,2
1,2,7.5,4.75,1.4
0,2,1.36,5.1,8
0,3,2.3,3.4,3.1
2,1,1.44,5,6.5
3,3,3.5,3.4,2.1
2,0,2.05,3.4,3.7
2,2,13,8,1.16
0,2,2.25,3.25,3.3
0,1,1.28,6,9
2,1,1.18,7,15
3,2,1.36,5.5,7.5
2,1,2.1,3.4,3.5
2,2,4,4.33,1.75
1,1,1.9,3.5,4.2
2,1,1.61,4,5.25
2,2,1.45,4.5,7
1,0,2.2,3.4,3.25
1,4,11,7,1.22
2,1,1.28,5.75,10
2,0,1.33,5.5,8
2,1,2.75,3.4,2.55
2,1,1.72,4,4.2
2,0,1.75,3.7,4.75
5,2,1.36,5,8.5
0,2,1.83,3.4,4.6
1,2,1.57,4.33,5.5
3,1,3.5,3.75,2
0,3,7,5.25,1.4
5,0,1.4,4.75,8
0,0,2.37,3.3,3.1
1,2,1.3,5.5,10
1,4,4.33,3.8,1.8
2,1,2.5,3.2,2.9
1,2,2.9,3.5,2.37
2,2,2.62,3.1,2.87
1,3,3.3,4,2
2,0,1.16,7.5,17
1,0,1.95,3.4,4
0,1,1.25,6,12
1,1,1.22,6.5,13
2,0,1.85,3.75,4.2
0,1,1.9,3.8,3.8
1,1,1.8,3.7,4.5
1,2,3.25,3.4,2.25
0,3,6,5.25,1.44
1,1,2.55,3.25,2.87
0,0,2.3,3.8,2.87
1,3,2.4,3.6,2.8
0,1,2.4,3.4,2.9
0,1,2.2,3.25,3.5
1,0,2.37,3.1,3.25
1,2,3.75,3.8,1.9
3,1,1.36,5.25,7.5
2,0,4.33,4,1.75
0,2,2.37,3.75,2.75
2,1,1.53,4.33,6
1,0,2.1,3.75,3.3
1,1,3.5,3.9,1.95
0,2,1.33,5.25,9
2,1,2.3,3.4,3.1
1,0,1.7,3.75,5
1,1,1.83,3.6,4.33
4,1,1.33,5.25,9
0,4,3.4,3.75,2.05
3,2,8.5,5,1.36
2,0,1.75,3.9,4.33
1,2,3.6,3.4,2.05
1,1,1.95,3.6,3.8
3,0,1.95,3.8,3.6
2,2,5,4,1.66
1,2,4,3.9,1.83
0,2,4.33,3.75,1.8
1,2,2.87,3.75,2.3
1,0,1.25,5.75,12
2,0,1.16,7.5,16
1,1,3.6,3.6,1.95
1,2,1.75,3.8,4.33
0,3,5,3.8,1.66
1,0,3.3,3.5,2.1
2,1,3,3.4,2.3
2,1,1.25,6.5,10
1,1,2.5,3.4,2.75
4,0,1.9,3.75,3.8
2,0,2.55,3.6,2.62
2,0,1.2,6.5,13
1,0,1.95,3.4,4
1,1,4.1,3.9,1.8
3,0,1.28,5.5,11
1,0,1.85,3.8,4
1,2,1.6,4,5.5
4,0,1.33,5.25,8.5
1,1,1.44,4.5,7.5
0,1,4.5,4.33,1.66
0,3,2.6,3.3,2.7
1,6,13,8.5,1.16
0,0,3.25,3.5,2.2
1,1,1.83,3.6,4.33
1,1,1.66,4,5
2,2,1.1,11,19
1,0,2.2,3.5,3.25
2,3,2.4,3.4,3
1,1,2.9,3.5,2.37
1,0,6,4.5,1.5
2,1,4.33,3.75,1.83
2,0,1.36,5.25,8
2,1,2.8,3.5,2.45
3,1,2.87,3.4,2.45
0,2,2.7,3.25,2.7
2,2,1.55,4.1,6
0,1,7,5,1.4
2,2,1.72,3.9,4.5
4,1,1.53,4.33,6
2,1,1.4,5,7.5
0,2,1.36,4.75,9
1,2,5.75,3.8,1.61
0,2,8.5,5.5,1.33
2,2,2.5,3.6,2.7
2,1,2.1,3.6,3.3
0,1,3.1,3.1,2.5
4,0,1.25,6,12
0,0,2.2,3.4,3.3
2,3,2.75,3.3,2.62
3,3,2.6,3.3,2.75
0,0,2.25,3.25,3.4
0,0,3.6,3.6,2
2,0,5.5,4.6,1.53
3,1,1.61,3.8,6
1,1,2.1,3.4,3.6
2,1,1.66,3.6,5.75
0,0,2.5,3.3,2.87
1,2,1.75,3.8,4.75
0,1,11,6.25,1.25
2,3,4,3.8,1.85
4,0,1.4,4.75,8
0,2,1.85,3.5,4.5
2,0,1.12,9.5,17
2,1,1.72,4,4.5
3,0,2.1,3.3,3.7
1,0,1.95,3.4,4.2
1,1,1.95,3.4,4.2
2,0,1.61,4.33,5
0,1,4.5,4.2,1.7
3,0,1.6,3.9,6
3,0,1.5,4.2,7
3,2,2,3.6,3.7
3,2,1.16,8,15
1,0,4.33,4.1,1.72
0,1,2.05,3.25,3.9
2,2,4.75,3.8,1.72
0,0,2.62,3.1,2.9
3,1,2.65,3.6,2.5
3,0,8,4.75,1.4
1,1,2.5,3.25,2.9
2,3,2.45,3.2,3
2,1,1.22,6.5,13
1,0,1.57,4.4,5.5
1,0,2.55,3.2,2.9
1,0,1.65,3.75,5.75
0,1,1.61,4.1,5.25
0,0,1.61,3.9,5.75
1,1,2.7,3.3,2.62
4,0,1.8,3.9,4.2
2,0,5,4.33,1.6
4,0,1.36,5.25,8
0,0,3.2,3.4,2.25
3,0,1.36,5.25,7.5
0,3,2.8,3.5,2.45
1,1,3,3.4,2.37
1,1,3.6,3.5,2.05
2,1,3.1,3.25,2.37
0,2,3.6,3.4,2.1
0,2,2.45,3.2,3
3,0,3.3,3.1,2.37
1,2,6,4.5,1.5
0,0,6,4.2,1.55
5,0,1.12,9,15
0,0,1.6,4,5.75
2,0,1.66,4,5
3,0,1.4,4.5,8.5
1,1,2.3,3.3,3.2
0,1,3.9,3.6,1.9
1,0,1.55,4,6
4,0,1.22,6.5,13
1,0,3,3.25,2.45
0,2,2.6,3.5,2.62
2,1,4,4,1.8
0,1,4.6,3.7,1.75
1,3,2.5,3.3,2.87
0,1,2.25,3.2,3.4
0,3,6,3.8,1.61
4,0,1.44,4.75,7
1,4,2.4,3.1,3.2
2,1,2.5,3.3,2.9
3,2,5.5,4.33,1.57
3,1,4.2,3.4,1.95
4,0,2.05,3.9,3.3
0,1,3.3,3.4,2.2
3,0,1.66,3.6,5.75
5,2,1.16,7.5,17
0,2,2.25,3.4,3.25
3,0,1.4,4.75,8
1,1,2.9,3,2.7
2,2,2.6,3.3,2.75
2,0,1.33,5.5,8.5
1,0,8.5,6,1.3
1,0,2.1,3.5,3.4
2,3,8.5,4.5,1.4
2,1,1.7,3.75,5
1,1,2.3,3.5,3
5,0,1.12,9,21
1,0,3.8,3.2,2.1
0,1,2,3.4,3.9
1,3,6,4.33,1.53
0,0,5.25,3.8,1.66
1,1,2.05,3.5,3.6
0,3,9,5.25,1.33
0,4,3.75,3.75,1.95
2,1,1.8,3.6,4.5
1,1,1.22,6.5,12
3,0,6,3.8,1.6
0,5,10,5.5,1.28
3,0,2.05,3.3,3.8
2,0,2.25,3.3,3.3
2,1,2.62,3.4,2.7
4,1,5.25,3.8,1.66
2,2,1.3,5.5,10
1,0,1.12,9.5,17
1,1,4.5,3.3,1.9
2,1,1.14,8.5,17
1,3,4.6,3.8,1.75
2,1,3.8,3.8,1.9
1,1,2,3.5,3.75
2,0,2.05,3.25,3.9
0,2,9.5,4.75,1.36
1,1,2.15,3.3,3.5
3,1,2.4,3,3.3
0,2,3.2,3.4,2.25
0,2,2.4,3.6,2.8
3,0,2.25,3.3,3.25
0,0,1.9,3.4,4.33
0,1,2.2,3.25,3.5
2,0,1.5,4,7.5
0,4,8.5,5.5,1.33
1,0,3.3,3.6,2.1
1,1,1.22,6.5,11
5,3,2,3.75,3.5
3,2,1.9,3.8,3.8
1,2,2.37,3.4,3
2,0,1.85,3.8,4
1,1,6,4.2,1.55
1,3,2.25,3.7,3
0,2,3.25,3.5,2.2
5,0,1.08,11,26
1,3,7.5,5.25,1.36
3,1,2.15,3.5,3.3
1,1,3,3.6,2.3
0,3,6,4.33,1.53
1,0,3.1,3.25,2.37
4,3,1.28,6,9.5
0,2,2.15,3.4,3.4
0,3,3.8,3.6,1.95
0,1,1.83,3.6,4.33
1,3,5,4.33,1.61
0,2,3.25,3.1,2.37
5,2,1.5,4.2,6.5
4,3,1.61,3.9,5.75
1,3,1.3,5.5,9.5
2,1,1.53,4.5,5.5
2,5,3,3.3,2.37
0,3,2.6,3.1,2.87
0,2,3.1,3.6,2.2
4,2,1.61,4,5.5
1,0,2.7,3.1,2.75
1,3,6.5,4.33,1.5
2,3,4.75,3.75,1.72
1,2,3.75,3.25,2.1
3,3,9,4.75,1.36
0,1,3.2,3.3,2.3
0,1,2.7,3.3,2.62
1,1,1.45,4.5,7
2,5,1.28,6,9.5
4,0,3.6,3.5,2.05
0,3,2.9,3.25,2.5
3,1,1.45,4.75,6.5
4,0,1.4,4.75,8
4,2,1.72,3.75,4.8
1,1,7.5,5.25,1.36
3,1,2.4,3.2,3.1
0,3,1.61,4.2,5.25
2,0,1.72,3.8,4.75
2,1,1.57,4,6
1,0,1.5,4,7.5
1,6,1.85,3.8,4
7,2,10,5.5,1.3
2,2,3.75,4.2,1.83
3,3,1.45,4.75,6.5
1,0,1.44,5,6.5
1,4,4.75,4,1.66
1,1,2.1,3.3,3.7
1,1,2.62,3.3,2.7
3,3,1.57,4.33,5.5
0,1,1.83,3.8,4.1
0,0,2.45,3.3,2.9
0,1,2.5,3.3,2.87
0,3,2.05,3.75,3.3
1,1,8,5.25,1.36
1,2,2.75,3.1,2.7
0,0,2.37,3.6,2.8
2,1,1.22,6.5,12
2,0,2.75,3.4,2.55
1,1,1.75,3.5,5.25
0,1,1.9,3.75,3.8
1,1,1.7,4,4.75
0,1,5.75,4,1.6
2,0,2,3.2,4.33
0,1,9.5,6,1.28
0,3,6,4.5,1.5
2,1,1.36,5.25,7.5
3,4,2.45,3.5,2.8
2,1,3.7,3.4,2.05
0,1,2,3.6,3.6
2,1,1.61,4,5.5
2,0,2.4,3.3,3
1,4,2.5,3.6,2.62
0,0,1.85,3.5,4.33
2,0,2,3.6,3.7
1,3,2.9,3.5,2.37
4,1,2.87,3.4,2.45
4,1,1.36,5,8.5
